D:\KID metingen\Entropy ADR\LT343chip5_BF_20240530_mapping\S21\Power\KID128_94dBm_.dat
Power at KID:94dBm
resonance Frequency in GHz :6.274657
Q=38494.828219, Qc=80299.703414, Qi=73941.693991  S21min=-5.669740


Temperature in K:0.099994
GHz	dB	Rad
6.274000000	-2.830193996	-0.495797837
6.274001000	-2.834069967	-0.496488861
6.274002000	-2.832540989	-0.496382900
6.274003000	-2.828146696	-0.496697686
6.274004000	-2.833267450	-0.496281367
6.274005000	-2.833421946	-0.495848504
6.274006000	-2.832133532	-0.496166352
6.274007000	-2.839967012	-0.496134494
6.274008000	-2.836756229	-0.496772621
6.274009000	-2.834636211	-0.494973822
6.274010000	-2.831667185	-0.496740130
6.274011000	-2.830523014	-0.496395684
6.274012000	-2.838126183	-0.496199775
6.274013000	-2.833633900	-0.496068448
6.274014000	-2.833225727	-0.497486448
6.274015000	-2.830061436	-0.497247063
6.274016000	-2.833898067	-0.496434000
6.274017000	-2.840273142	-0.497663182
6.274018000	-2.840085506	-0.497682024
6.274019000	-2.831740379	-0.497018064
6.274020000	-2.835504055	-0.496449946
6.274021000	-2.833807707	-0.498023607
6.274022000	-2.828010082	-0.497721272
6.274023000	-2.837034464	-0.498377075
6.274024000	-2.838026524	-0.498169782
6.274025000	-2.838160992	-0.498117617
6.274026000	-2.835874319	-0.497466874
6.274027000	-2.844294548	-0.497802698
6.274028000	-2.835733652	-0.497528892
6.274029000	-2.841979265	-0.498405305
6.274030000	-2.838236809	-0.497560783
6.274031000	-2.831783295	-0.499070396
6.274032000	-2.832399368	-0.498779013
6.274033000	-2.837466002	-0.498660902
6.274034000	-2.831279755	-0.498743626
6.274035000	-2.836821795	-0.498395984
6.274036000	-2.834366798	-0.498970594
6.274037000	-2.832902193	-0.499330986
6.274038000	-2.834112883	-0.498799519
6.274039000	-2.832088232	-0.499961823
6.274040000	-2.829039574	-0.499021094
6.274041000	-2.840389252	-0.499516442
6.274042000	-2.835060120	-0.500033795
6.274043000	-2.836637735	-0.499875903
6.274044000	-2.838770628	-0.499919878
6.274045000	-2.835350037	-0.499932728
6.274046000	-2.832370758	-0.499894711
6.274047000	-2.824619532	-0.499295866
6.274048000	-2.828391790	-0.500274078
6.274049000	-2.835359097	-0.500695124
6.274050000	-2.837436914	-0.500040785
6.274051000	-2.832138777	-0.500435433
6.274052000	-2.838968992	-0.500870660
6.274053000	-2.828507185	-0.500877384
6.274054000	-2.832150221	-0.501882195
6.274055000	-2.832297802	-0.500549815
6.274056000	-2.834522486	-0.501654794
6.274057000	-2.832555294	-0.500629610
6.274058000	-2.839787245	-0.501812653
6.274059000	-2.839482069	-0.501105384
6.274060000	-2.836117744	-0.501195499
6.274061000	-2.831600904	-0.501141969
6.274062000	-2.836880684	-0.502208432
6.274063000	-2.834524632	-0.501655693
6.274064000	-2.827546358	-0.501578461
6.274065000	-2.829438448	-0.502542259
6.274066000	-2.833174706	-0.501910325
6.274067000	-2.832713127	-0.501488214
6.274068000	-2.839387178	-0.502256236
6.274069000	-2.829965115	-0.502498817
6.274070000	-2.833370924	-0.502614797
6.274071000	-2.838698626	-0.502761504
6.274072000	-2.834154606	-0.502713201
6.274073000	-2.842075586	-0.503686853
6.274074000	-2.835137129	-0.503253590
6.274075000	-2.834073067	-0.502222614
6.274076000	-2.837752581	-0.503211512
6.274077000	-2.838039160	-0.503113341
6.274078000	-2.834649086	-0.503150426
6.274079000	-2.836440802	-0.502389927
6.274080000	-2.831879616	-0.503414811
6.274081000	-2.839205027	-0.503613949
6.274082000	-2.829878807	-0.503043067
6.274083000	-2.836932898	-0.503975207
6.274084000	-2.838438272	-0.504190223
6.274085000	-2.842944145	-0.504105701
6.274086000	-2.843943596	-0.504091087
6.274087000	-2.833287954	-0.504004002
6.274088000	-2.846494913	-0.504240291
6.274089000	-2.837270975	-0.504459502
6.274090000	-2.841068506	-0.504985577
6.274091000	-2.838970900	-0.504461999
6.274092000	-2.836283207	-0.504653980
6.274093000	-2.839782953	-0.504853417
6.274094000	-2.837558985	-0.504258534
6.274095000	-2.832948685	-0.505088042
6.274096000	-2.837879896	-0.503872808
6.274097000	-2.837554932	-0.505696175
6.274098000	-2.837360144	-0.505330090
6.274099000	-2.835411072	-0.504875355
6.274100000	-2.834980726	-0.505473335
6.274101000	-2.838586330	-0.504856546
6.274102000	-2.840691566	-0.504141388
6.274103000	-2.840884209	-0.505423067
6.274104000	-2.835939407	-0.505116937
6.274105000	-2.843621731	-0.505623104
6.274106000	-2.840837240	-0.505052322
