D:\KID metingen\Entropy ADR\LT343chip5_BF_20240530_mapping\S21\Power\KID80_98dBm_.dat
Power at KID:98dBm
resonance Frequency in GHz :6.026616
Q=49398.491801, Qc=54951.371537, Qi=488848.130236  S21min=-19.909205


Temperature in K:0.099991
GHz	dB	Rad
6.025820000	0.685942888	-0.072481749
6.025821000	0.684634328	-0.073209957
6.025822000	0.685161114	-0.073367991
6.025823000	0.685565174	-0.072988515
6.025824000	0.691253126	-0.074322218
6.025825000	0.683205366	-0.072939663
6.025826000	0.690467536	-0.073966661
6.025827000	0.676872432	-0.074099128
6.025828000	0.673927844	-0.074526458
6.025829000	0.683040738	-0.073886858
6.025830000	0.687697172	-0.075277702
6.025831000	0.687649369	-0.074040622
6.025832000	0.689218819	-0.073856165
6.025833000	0.685509086	-0.074775696
6.025834000	0.695309103	-0.074199039
6.025835000	0.687409163	-0.075353494
6.025836000	0.695983529	-0.074237155
6.025837000	0.677795470	-0.074701485
6.025838000	0.687234461	-0.075170252
6.025839000	0.686602294	-0.074633076
6.025840000	0.678052306	-0.074368965
6.025841000	0.671588957	-0.074772093
6.025842000	0.677662373	-0.074172781
6.025843000	0.674828053	-0.074550126
6.025844000	0.685291231	-0.075953504
6.025845000	0.680250823	-0.074728026
6.025846000	0.678391635	-0.074811857
6.025847000	0.682585537	-0.075998478
6.025848000	0.684040427	-0.074387657
6.025849000	0.685331225	-0.075739278
6.025850000	0.676674604	-0.075410244
6.025851000	0.678324401	-0.075704840
6.025852000	0.677874029	-0.075487434
6.025853000	0.684257209	-0.075264436
6.025854000	0.676977634	-0.076412775
6.025855000	0.673995137	-0.077170153
6.025856000	0.673874557	-0.077226703
6.025857000	0.669500947	-0.077636272
6.025858000	0.673583329	-0.076330641
6.025859000	0.665610015	-0.076379385
6.025860000	0.684606731	-0.077000027
6.025861000	0.670949161	-0.076495832
6.025862000	0.690367758	-0.076013716
6.025863000	0.679630995	-0.076811192
6.025864000	0.671153665	-0.077495325
6.025865000	0.667737603	-0.077347203
6.025866000	0.676975787	-0.076649405
6.025867000	0.687477052	-0.078004338
6.025868000	0.675091922	-0.078603790
6.025869000	0.685838997	-0.077623273
6.025870000	0.668393373	-0.076849841
6.025871000	0.671848357	-0.078134958
6.025872000	0.668255329	-0.078794215
6.025873000	0.676228225	-0.078111430
6.025874000	0.667091370	-0.078038543
6.025875000	0.667231262	-0.078313431
6.025876000	0.666100025	-0.078468444
6.025877000	0.684446752	-0.078721486
6.025878000	0.674413204	-0.079597383
6.025879000	0.660743296	-0.078508141
6.025880000	0.681779504	-0.079355118
6.025881000	0.670454621	-0.080479655
6.025882000	0.668004274	-0.079513052
6.025883000	0.665185571	-0.079135324
6.025884000	0.660367906	-0.080011021
6.025885000	0.666104496	-0.080774982
6.025886000	0.668016791	-0.079535281
6.025887000	0.663241267	-0.078759078
6.025888000	0.666137218	-0.079535406
6.025889000	0.664428532	-0.080159892
6.025890000	0.675577283	-0.081032893
6.025891000	0.674046159	-0.080009831
6.025892000	0.660728097	-0.080232031
6.025893000	0.665229142	-0.079420149
6.025894000	0.675412059	-0.081428547
6.025895000	0.664971232	-0.081543496
6.025896000	0.667930067	-0.080810078
6.025897000	0.667648911	-0.080664569
6.025898000	0.658540905	-0.081634934
6.025899000	0.668523908	-0.081113562
6.025900000	0.676016331	-0.081769107
6.025901000	0.665075898	-0.080353795
6.025902000	0.672657967	-0.081702120
6.025903000	0.668899477	-0.081330468
6.025904000	0.664496958	-0.081615609
6.025905000	0.678178787	-0.082736967
6.025906000	0.659995735	-0.082373811
6.025907000	0.665138364	-0.082746171
6.025908000	0.665998876	-0.082343360
6.025909000	0.676105082	-0.083354246
6.025910000	0.666592717	-0.083283148
6.025911000	0.672727525	-0.085265563
6.025912000	0.674103379	-0.083395000
6.025913000	0.673650980	-0.082455445
6.025914000	0.659478605	-0.084126421
6.025915000	0.666954458	-0.082254818
6.025916000	0.662769496	-0.083036863
6.025917000	0.665012360	-0.083748909
6.025918000	0.662561059	-0.082441480
6.025919000	0.648791552	-0.083994353
6.025920000	0.659099162	-0.083586873
6.025921000	0.667440593	-0.083123949
6.025922000	0.664138734	-0.083733538
6.025923000	0.650534153	-0.083239805
6.025924000	0.647461772	-0.084238141
6.025925000	0.658745348	-0.085084560
6.025926000	0.655961215	-0.084979465
6.025927000	0.660589933	-0.084487096
6.025928000	0.662977099	-0.083972690
6.025929000	0.659046292	-0.085198168
6.025930000	0.668972552	-0.084150997
6.025931000	0.660137594	-0.083513103
6.025932000	0.661375165	-0.084753013
6.025933000	0.650352895	-0.086321199
6.025934000	0.651374936	-0.087229678
6.025935000	0.652123868	-0.085512763
6.025936000	0.658666074	-0.085628552
6.025937000	0.659263432	-0.086347880
6.025938000	0.651688635	-0.086281709
6.025939000	0.670043707	-0.085663681
6.025940000	0.644401312	-0.087105175
6.025941000	0.649245501	-0.085307683
6.025942000	0.656666636	-0.086866456
6.025943000	0.651036084	-0.085599116
6.025944000	0.649122298	-0.086585126
6.025945000	0.654353738	-0.088113082
6.025946000	0.650621295	-0.086888094
6.025947000	0.660155416	-0.086382493
6.025948000	0.646011353	-0.087391506
6.025949000	0.659216404	-0.087666802
6.025950000	0.654985130	-0.087810979
6.025951000	0.651687264	-0.087265106
6.025952000	0.656264842	-0.086872881
6.025953000	0.655627608	-0.087657781
6.025954000	0.660850704	-0.088337270
6.025955000	0.641802549	-0.087376551
6.025956000	0.649650514	-0.089692461
6.025957000	0.638237536	-0.088540186
6.025958000	0.658253849	-0.089152422
6.025959000	0.651947796	-0.088547676
6.025960000	0.638046384	-0.087760213
6.025961000	0.646438062	-0.088323837
6.025962000	0.651774168	-0.088186693
6.025963000	0.654286265	-0.090057921
6.025964000	0.655669630	-0.089685736
6.025965000	0.630521417	-0.090056490
6.025966000	0.644709706	-0.089927951
6.025967000	0.650056779	-0.089410590
6.025968000	0.646255136	-0.089461199
6.025969000	0.643259048	-0.089567625
6.025970000	0.651637912	-0.090207508
6.025971000	0.647107065	-0.089595871
6.025972000	0.661105514	-0.089569023
6.025973000	0.646645546	-0.089997817
6.025974000	0.644763947	-0.090252965
6.025975000	0.651729763	-0.090091086
6.025976000	0.648825288	-0.090538972
6.025977000	0.642652154	-0.089810331
6.025978000	0.642214179	-0.091383310
6.025979000	0.644216776	-0.091647379
6.025980000	0.651888609	-0.090227074
6.025981000	0.654778361	-0.091511933
6.025982000	0.641620755	-0.090972875
6.025983000	0.641368032	-0.091233690
6.025984000	0.642777503	-0.092443931
6.025985000	0.640226722	-0.092024358
6.025986000	0.637826145	-0.091359142
6.025987000	0.640019655	-0.093601157
6.025988000	0.657388091	-0.093210830
6.025989000	0.633808196	-0.093013539
6.025990000	0.638394654	-0.092260947
6.025991000	0.645286679	-0.093187460
