D:\KID metingen\Entropy ADR\LT343chip5_BF_20240530_mapping\S21\Power\KID160_108dBm_.dat
Power at KID:108dBm
resonance Frequency in GHz :6.432704
Q=24274.354718, Qc=36219.158596, Qi=73604.950939  S21min=-9.635187


Temperature in K:0.100029
GHz	dB	Rad
6.431812000	0.765238702	0.113866399
6.431813000	0.761219203	0.117654987
6.431814000	0.786673069	0.113888103
6.431815000	0.792103350	0.115009818
6.431816000	0.769657314	0.115128296
6.431817000	0.768929958	0.118117278
6.431818000	0.786127687	0.113002236
6.431819000	0.772337437	0.117577497
6.431820000	0.798621893	0.114266930
6.431821000	0.782852709	0.115575840
6.431822000	0.810420573	0.112980889
6.431823000	0.782823682	0.113138107
6.431824000	0.743190527	0.116041935
6.431825000	0.787161767	0.113898997
6.431826000	0.733824968	0.110218850
6.431827000	0.775054276	0.112564912
6.431828000	0.747534811	0.112349920
6.431829000	0.812906742	0.113657207
6.431830000	0.755163133	0.112088672
6.431831000	0.774618030	0.110900794
6.431832000	0.767885983	0.113571661
6.431833000	0.768317997	0.112458826
6.431834000	0.774366617	0.109975953
6.431835000	0.768839359	0.109944386
6.431836000	0.779073417	0.111369111
6.431837000	0.771783054	0.110766229
6.431838000	0.755510211	0.108922032
6.431839000	0.770029902	0.107525345
6.431840000	0.750907481	0.104189844
6.431841000	0.734822035	0.109089328
6.431842000	0.739169359	0.107820074
6.431843000	0.759956121	0.106942230
6.431844000	0.772969127	0.106779236
6.431845000	0.808117926	0.112134320
6.431846000	0.781476617	0.106472390
6.431847000	0.739998221	0.106670080
6.431848000	0.758464158	0.104823768
6.431849000	0.747172058	0.105971907
6.431850000	0.762243450	0.109495519
6.431851000	0.811154187	0.108330935
6.431852000	0.764304519	0.102440231
6.431853000	0.766721308	0.112157065
6.431854000	0.752954125	0.107168798
6.431855000	0.762838066	0.107113870
6.431856000	0.785086870	0.102281897
6.431857000	0.775840282	0.109160060
6.431858000	0.727068722	0.106656564
6.431859000	0.777438700	0.109093015
6.431860000	0.722650409	0.108457951
6.431861000	0.745481670	0.105550070
6.431862000	0.771182060	0.107934107
6.431863000	0.748974562	0.108017747
6.431864000	0.805474043	0.103277911
6.431865000	0.740126431	0.105285469
6.431866000	0.746356726	0.102572590
6.431867000	0.764694095	0.105786534
6.431868000	0.791121364	0.104074155
6.431869000	0.768861830	0.103356150
6.431870000	0.775777817	0.100151743
6.431871000	0.799154520	0.104627360
6.431872000	0.761090100	0.102887242
6.431873000	0.739534020	0.102415455
6.431874000	0.759480953	0.100837440
