D:\KID metingen\Entropy ADR\LT343chip5_BF_20240530_mapping\S21\Power\KID76_98dBm_.dat
Power at KID:98dBm
resonance Frequency in GHz :5.991216
Q=30258.666665, Qc=33222.358890, Qi=339193.211449  S21min=-20.991947


Temperature in K:0.099996
GHz	dB	Rad
5.990375000	0.990776539	0.087956196
5.990376000	0.997386634	0.085681690
5.990377000	0.995073617	0.084870258
5.990378000	0.991217792	0.085581256
5.990379000	0.997047603	0.086300559
5.990380000	0.997422040	0.085417005
5.990381000	0.987514198	0.085363501
5.990382000	1.001416206	0.084569929
5.990383000	0.993756175	0.086113430
5.990384000	1.001459241	0.085742152
5.990385000	0.989584565	0.083814132
5.990386000	1.008238554	0.084481345
5.990387000	1.000642061	0.084891364
5.990388000	0.996971250	0.084428989
5.990389000	0.992019594	0.082941481
5.990390000	1.005429864	0.084011830
5.990391000	0.987406790	0.085937154
5.990392000	1.002901316	0.084974987
5.990393000	1.009338379	0.083868702
5.990394000	1.010231733	0.085002151
5.990395000	0.997402668	0.084193824
5.990396000	1.000230193	0.083198351
5.990397000	1.002929926	0.082990866
5.990398000	1.006764054	0.083752913
5.990399000	1.002404928	0.082951085
5.990400000	1.002828121	0.083366779
5.990401000	0.996295214	0.084018738
5.990402000	1.000074267	0.084213207
5.990403000	1.011237264	0.083313208
5.990404000	1.006612420	0.082833032
5.990405000	1.008693457	0.082618955
5.990406000	0.998629451	0.082481145
5.990407000	1.002486706	0.081593122
5.990408000	1.016520262	0.081548839
5.990409000	1.000059247	0.082163297
5.990410000	1.003790379	0.082100205
5.990411000	1.002991438	0.082034058
5.990412000	1.002395511	0.082561373
5.990413000	0.998434424	0.081538577
5.990414000	1.013399601	0.081036463
5.990415000	1.005695105	0.080716451
5.990416000	1.003239870	0.082681273
5.990417000	1.016434669	0.081151179
5.990418000	0.996594906	0.082250424
5.990419000	1.005104542	0.082088545
5.990420000	1.010804176	0.081166009
5.990421000	0.995970309	0.080262199
5.990422000	1.003610015	0.081044786
5.990423000	1.005042791	0.080186715
5.990424000	1.000863791	0.079980279
5.990425000	0.999603093	0.080402348
5.990426000	1.002829909	0.082144779
5.990427000	1.008458376	0.080522756
5.990428000	1.007075548	0.081003132
5.990429000	1.005556941	0.081195362
5.990430000	1.010769010	0.079681364
5.990431000	0.999558687	0.080403729
5.990432000	0.992483318	0.080057835
5.990433000	1.006361365	0.079250914
5.990434000	1.019498587	0.079647933
5.990435000	0.995719075	0.078634517
5.990436000	0.997743607	0.081359771
5.990437000	0.988440573	0.079338939
5.990438000	1.002264500	0.079468486
5.990439000	0.997879744	0.078586114
5.990440000	1.003870726	0.078905402
5.990441000	0.997267067	0.078750223
5.990442000	1.003527641	0.079213746
5.990443000	1.008752704	0.080109034
5.990444000	0.995009422	0.078392968
5.990445000	0.996652126	0.078976808
5.990446000	1.009858370	0.078982534
5.990447000	1.009547353	0.078048355
5.990448000	0.993754327	0.079118696
5.990449000	1.009231806	0.077507109
5.990450000	1.004430294	0.079092198
5.990451000	1.015117884	0.077680914
5.990452000	1.011093736	0.078557809
5.990453000	0.996902287	0.077955943
5.990454000	1.001946688	0.078212339
5.990455000	1.014740348	0.078380817
5.990456000	1.002909899	0.077563759
5.990457000	1.002266765	0.076641124
5.990458000	1.004356503	0.078736899
5.990459000	1.019612193	0.076307089
5.990460000	1.002045155	0.076670976
5.990461000	1.003862739	0.075928953
5.990462000	1.013137221	0.076730198
5.990463000	1.009488940	0.077127983
5.990464000	1.004544497	0.077108351
5.990465000	1.003543973	0.076459771
5.990466000	1.005171180	0.076186830
5.990467000	1.002912164	0.076238562
5.990468000	0.998658717	0.075515031
5.990469000	1.002204776	0.073583832
5.990470000	1.013892889	0.075050859
5.990471000	1.006554842	0.074757720
5.990472000	1.002548337	0.073881415
5.990473000	0.995373130	0.075437575
5.990474000	1.002263784	0.075847452
5.990475000	0.997652709	0.075375781
5.990476000	1.010596395	0.074857871
5.990477000	0.997198284	0.073835991
5.990478000	1.012296796	0.074293897
5.990479000	1.014439821	0.074485553
5.990480000	1.013068676	0.073926015
5.990481000	1.012010813	0.072858470
5.990482000	1.006009579	0.073742007
5.990483000	1.013622522	0.074580137
