D:\KID metingen\Entropy ADR\LT343chip5_BF_20240530_mapping\S21\Power\KID4_96dBm_.dat
Power at KID:96dBm
resonance Frequency in GHz :5.647582
Q=33616.559522, Qc=55122.239686, Qi=86164.215096  S21min=-8.175473


Temperature in K:0.099990
GHz	dB	Rad
5.646867000	-3.254036188	-0.456104553
5.646868000	-3.253760338	-0.456552696
5.646869000	-3.256732941	-0.456551731
5.646870000	-3.252086401	-0.456531191
5.646871000	-3.254477739	-0.457052505
5.646872000	-3.249187946	-0.456446936
5.646873000	-3.253303051	-0.457265392
5.646874000	-3.251335859	-0.457398017
5.646875000	-3.254586220	-0.457739767
5.646876000	-3.253492832	-0.457155769
5.646877000	-3.251267672	-0.458122597
5.646878000	-3.250727892	-0.458560387
5.646879000	-3.251014948	-0.458704065
5.646880000	-3.249215841	-0.458412648
5.646881000	-3.249901533	-0.459200777
5.646882000	-3.253198147	-0.459209865
5.646883000	-3.252251148	-0.459314594
5.646884000	-3.254920244	-0.458974875
5.646885000	-3.259552717	-0.459857080
5.646886000	-3.252021313	-0.460312680
5.646887000	-3.242608309	-0.460093802
5.646888000	-3.250574589	-0.460645143
5.646889000	-3.250979185	-0.460287014
5.646890000	-3.247604132	-0.460722841
5.646891000	-3.250006199	-0.461711306
5.646892000	-3.247848749	-0.460846311
5.646893000	-3.241546869	-0.461286033
5.646894000	-3.244872093	-0.462488483
5.646895000	-3.253596544	-0.462625137
5.646896000	-3.249043941	-0.462730964
5.646897000	-3.252320051	-0.462269072
5.646898000	-3.248784542	-0.462517278
5.646899000	-3.242791414	-0.463154939
5.646900000	-3.241126060	-0.463644228
5.646901000	-3.252778292	-0.464197500
5.646902000	-3.247175694	-0.464755998
5.646903000	-3.249321222	-0.464195636
5.646904000	-3.245780945	-0.464337449
5.646905000	-3.247909546	-0.464213745
5.646906000	-3.242322206	-0.465091557
5.646907000	-3.242403984	-0.464784494
5.646908000	-3.247779608	-0.465200813
5.646909000	-3.241857290	-0.465365895
5.646910000	-3.246690035	-0.465053507
5.646911000	-3.249197721	-0.465679350
5.646912000	-3.245897532	-0.466227994
5.646913000	-3.246185780	-0.466513052
5.646914000	-3.246994019	-0.465845930
5.646915000	-3.247524261	-0.466832299
5.646916000	-3.242813826	-0.467090525
5.646917000	-3.243599176	-0.466760560
5.646918000	-3.246948719	-0.467541998
