D:\KID metingen\Entropy ADR\LT343chip5_BF_20240530_mapping\S21\Power\KID299_110dBm_.dat
Power at KID:110dBm
resonance Frequency in GHz :7.425063
Q=16760.864561, Qc=19384.111640, Qi=123852.027683  S21min=-17.372134


Temperature in K:0.100005
GHz	dB	Rad
7.424187000	-0.158726662	0.503605626
7.424188000	-0.213586003	0.503099260
7.424189000	-0.132663444	0.500763734
7.424190000	-0.116713718	0.493176754
7.424191000	-0.116049565	0.500012290
7.424192000	-0.087815128	0.487357115
7.424193000	-0.058972124	0.491046625
7.424194000	-0.050296485	0.486951615
7.424195000	-0.044333637	0.478865159
7.424196000	-0.039563317	0.480415252
7.424197000	-0.037255745	0.473018888
7.424198000	0.037401833	0.482573478
7.424199000	0.006442528	0.473385506
7.424200000	0.022974325	0.475019455
7.424201000	0.068292417	0.468298968
7.424202000	0.153411940	0.461817633
7.424203000	0.125893161	0.461217656
7.424204000	0.087751210	0.458354791
7.424205000	0.178908050	0.460208784
7.424206000	0.173409343	0.454396967
7.424207000	0.145534232	0.455619059
7.424208000	0.248491794	0.448184878
7.424209000	0.146860808	0.455746924
7.424210000	0.196200430	0.446494869
7.424211000	0.158646867	0.444608053
7.424212000	0.212976471	0.451319319
7.424213000	0.215766042	0.443280900
7.424214000	0.159698725	0.442047790
7.424215000	0.253683269	0.434050250
7.424216000	0.308547437	0.433461625
7.424217000	0.249146506	0.432722631
7.424218000	0.327620417	0.423508160
7.424219000	0.290665448	0.432269195
7.424220000	0.321654439	0.427819186
7.424221000	0.400961757	0.426233639
7.424222000	0.357392520	0.421331426
7.424223000	0.364907980	0.419493711
7.424224000	0.371439666	0.413433788
7.424225000	0.376774997	0.407283151
7.424226000	0.437315434	0.413019134
7.424227000	0.476480454	0.411750337
7.424228000	0.458724082	0.400568756
7.424229000	0.443714976	0.407570240
7.424230000	0.436056137	0.410657642
7.424231000	0.404002428	0.409390044
7.424232000	0.414320290	0.401867846
7.424233000	0.469652623	0.400039886
7.424234000	0.438746125	0.402550914
7.424235000	0.490376025	0.394550445
7.424236000	0.459770858	0.402161792
7.424237000	0.472198993	0.393536380
7.424238000	0.489075452	0.391250422
7.424239000	0.481375217	0.396311959
7.424240000	0.507281303	0.390370181
7.424241000	0.602675855	0.386778076
7.424242000	0.634197891	0.380980773
7.424243000	0.553857446	0.384788195
7.424244000	0.576917052	0.372584060
7.424245000	0.620554745	0.373558011
7.424246000	0.625303388	0.379585344
7.424247000	0.605474114	0.372330061
7.424248000	0.602873504	0.359894530
7.424249000	0.700964689	0.366521806
