D:\KID metingen\Entropy ADR\LT343chip5_BF_20240530_mapping\S21\Power\KID72_98dBm_.dat
Power at KID:98dBm
resonance Frequency in GHz :5.964973
Q=22680.505702, Qc=24320.338163, Qi=336374.344206  S21min=-23.423403


Temperature in K:0.099981
GHz	dB	Rad
5.964133000	0.510717928	0.095848924
5.964134000	0.497938126	0.095249280
5.964135000	0.515658855	0.093769935
5.964136000	0.515614748	0.093468266
5.964137000	0.503436923	0.092359841
5.964138000	0.520561397	0.093815101
5.964139000	0.506493628	0.093574251
5.964140000	0.507695854	0.090890218
5.964141000	0.518611908	0.093144908
5.964142000	0.519725740	0.092585511
5.964143000	0.527212679	0.090511558
5.964144000	0.536235929	0.091117868
5.964145000	0.516473889	0.090547119
5.964146000	0.525995493	0.089931371
5.964147000	0.527136207	0.089136851
5.964148000	0.522814333	0.088686310
5.964149000	0.540475905	0.088096886
5.964150000	0.530595422	0.087596070
5.964151000	0.522040546	0.088873056
5.964152000	0.540440381	0.086953325
5.964153000	0.536826730	0.085904081
5.964154000	0.539472580	0.086680908
5.964155000	0.530578017	0.085552244
5.964156000	0.534157693	0.086052244
5.964157000	0.547848225	0.083703062
5.964158000	0.544272244	0.083140302
5.964159000	0.542197883	0.084095978
5.964160000	0.546950698	0.082889183
5.964161000	0.547678769	0.082794957
5.964162000	0.554472506	0.083511281
5.964163000	0.556699216	0.082118531
5.964164000	0.551636398	0.081356559
5.964165000	0.555284083	0.081176387
5.964166000	0.557774603	0.081074305
5.964167000	0.545663297	0.080994144
5.964168000	0.557627499	0.079951125
5.964169000	0.555902481	0.080127926
5.964170000	0.557532012	0.079597507
5.964171000	0.547840536	0.080075894
5.964172000	0.559607029	0.078205506
5.964173000	0.565171301	0.079616491
5.964174000	0.566282094	0.078615059
5.964175000	0.556232035	0.078725988
5.964176000	0.563497126	0.077515465
5.964177000	0.564848959	0.076767524
5.964178000	0.577760994	0.075918850
5.964179000	0.568768382	0.076113460
5.964180000	0.568706512	0.075299190
5.964181000	0.564242363	0.076346379
5.964182000	0.576745629	0.074254890
5.964183000	0.573355794	0.075939805
5.964184000	0.574386597	0.075311274
5.964185000	0.580739260	0.072910127
5.964186000	0.575749636	0.072271925
5.964187000	0.584248602	0.071843123
5.964188000	0.586127818	0.072167396
5.964189000	0.564770162	0.070773389
5.964190000	0.587771714	0.070136719
5.964191000	0.594513834	0.070965520
5.964192000	0.592913806	0.070590106
5.964193000	0.587749660	0.070372068
5.964194000	0.583148539	0.071523519
5.964195000	0.594673514	0.069886182
5.964196000	0.594259858	0.069421115
5.964197000	0.583853602	0.069219298
5.964198000	0.589286268	0.069260905
5.964199000	0.601927519	0.069052904
5.964200000	0.583496809	0.068819054
5.964201000	0.595972776	0.066301251
5.964202000	0.594454467	0.066168622
5.964203000	0.596119702	0.065826921
5.964204000	0.600371897	0.066276887
5.964205000	0.593493581	0.064804962
5.964206000	0.611292958	0.066114605
5.964207000	0.602883756	0.064753364
5.964208000	0.603307307	0.065594382
5.964209000	0.601109982	0.064492948
5.964210000	0.610936105	0.065224044
5.964211000	0.614656985	0.064072119
5.964212000	0.604931891	0.062256729
5.964213000	0.612562120	0.061960935
5.964214000	0.612700999	0.062134128
5.964215000	0.610246956	0.061522641
5.964216000	0.609320462	0.061239943
5.964217000	0.614435494	0.060323033
5.964218000	0.615987718	0.061094010
5.964219000	0.606874585	0.060550001
5.964220000	0.622019470	0.060314706
5.964221000	0.614085972	0.058456120
5.964222000	0.618588805	0.058911512
5.964223000	0.616080701	0.058999671
5.964224000	0.627921402	0.058665914
5.964225000	0.622993886	0.058770997
5.964226000	0.619342744	0.058380319
5.964227000	0.628823638	0.057241843
5.964228000	0.632841647	0.057406197
5.964229000	0.626820385	0.057718112
5.964230000	0.635944009	0.056628305
5.964231000	0.637252390	0.056574492
5.964232000	0.624815166	0.056971303
5.964233000	0.632312059	0.055981814
5.964234000	0.632544041	0.053239595
5.964235000	0.637455046	0.053433776
5.964236000	0.629120708	0.053868970
5.964237000	0.630784929	0.053581274
5.964238000	0.636367381	0.053313843
5.964239000	0.636211693	0.051960765
5.964240000	0.633600354	0.051326255
5.964241000	0.647900164	0.052778934
5.964242000	0.636227429	0.052140354
5.964243000	0.636728704	0.051585189
5.964244000	0.641770780	0.050599711
5.964245000	0.647825360	0.051009126
5.964246000	0.636237144	0.049894132
5.964247000	0.643969953	0.049008006
5.964248000	0.644045949	0.050029899
5.964249000	0.655772448	0.048868615
5.964250000	0.640047967	0.049144739
5.964251000	0.655044258	0.050160835
5.964252000	0.648036718	0.047481736
5.964253000	0.651747227	0.048511156
5.964254000	0.644581258	0.047633253
5.964255000	0.653555453	0.047698160
5.964256000	0.662106991	0.046647518
5.964257000	0.646891057	0.046242259
5.964258000	0.654154181	0.047841101
5.964259000	0.650022686	0.048050409
5.964260000	0.663715899	0.046140897
5.964261000	0.656937778	0.046956374
5.964262000	0.665986300	0.045661058
5.964263000	0.651557088	0.043515557
5.964264000	0.655690670	0.044837246
5.964265000	0.669504523	0.044526239
5.964266000	0.663648009	0.041884562
5.964267000	0.672929466	0.041676336
5.964268000	0.666780055	0.042036525
5.964269000	0.667371988	0.041480598
5.964270000	0.658000112	0.041556927
5.964271000	0.662441552	0.042589526
5.964272000	0.665241659	0.042600936
5.964273000	0.680972457	0.040077116
5.964274000	0.677084506	0.039778930
5.964275000	0.677041888	0.039224713
5.964276000	0.670156181	0.040678795
5.964277000	0.674700379	0.038980631
5.964278000	0.671156287	0.039702526
5.964279000	0.686362684	0.038453803
5.964280000	0.672597229	0.038253937
5.964281000	0.681122482	0.037072085
5.964282000	0.689123571	0.038682190
5.964283000	0.678542018	0.036718825
5.964284000	0.683840990	0.035845270
5.964285000	0.680940449	0.036348308
5.964286000	0.678069890	0.036025604
5.964287000	0.689730585	0.034949458
5.964288000	0.683051646	0.033472202
5.964289000	0.678220987	0.034756248
