idx, row, col, L_finger, L_coupler, f0_design, f0_meas, f0_design_nibble, L_finger_nibble, f0_meas_nibble
0.000000e+00,0.000000e+00,0.000000e+00,7.274812e+02,9.239718e+01,4.100000e+00,4.156170e+00,4.156170e+00,7.274812e+02,nan
1.000000e+00,1.000000e+00,7.000000e+00,7.225655e+02,9.226883e+01,4.109045e+00,4.202063e+00,4.202063e+00,7.225655e+02,nan
2.000000e+00,2.000000e+00,1.400000e+01,7.184746e+02,9.204021e+01,4.118090e+00,4.207842e+00,4.207842e+00,7.184746e+02,nan
3.000000e+00,3.000000e+00,1.000000e+00,7.149274e+02,9.193440e+01,4.127136e+00,4.219745e+00,4.219745e+00,7.149274e+02,nan
4.000000e+00,4.000000e+00,8.000000e+00,7.112589e+02,9.167072e+01,4.136181e+00,nan,4.993571e+00,4.663936e+02,nan
5.000000e+00,5.000000e+00,1.500000e+01,7.071007e+02,9.159608e+01,4.145226e+00,4.238052e+00,4.238052e+00,7.071007e+02,nan
6.000000e+00,6.000000e+00,2.000000e+00,7.026876e+02,9.137974e+01,4.154271e+00,4.247080e+00,4.247080e+00,7.026876e+02,nan
7.000000e+00,7.000000e+00,9.000000e+00,6.984527e+02,9.133903e+01,4.163317e+00,4.252953e+00,4.252953e+00,6.984527e+02,nan
8.000000e+00,8.000000e+00,1.600000e+01,6.945623e+02,9.113982e+01,4.172362e+00,4.264856e+00,4.264856e+00,6.945623e+02,nan
9.000000e+00,9.000000e+00,3.000000e+00,6.907291e+02,9.113271e+01,4.181407e+00,4.276415e+00,4.276415e+00,6.907291e+02,nan
1.000000e+01,1.000000e+01,1.000000e+01,6.866018e+02,9.113271e+01,4.190452e+00,4.281007e+00,4.281007e+00,6.866018e+02,nan
1.100000e+01,1.100000e+01,1.700000e+01,6.814658e+02,9.116635e+01,4.199497e+00,4.303282e+00,4.303282e+00,6.814658e+02,nan
1.200000e+01,1.200000e+01,4.000000e+00,6.729618e+02,9.160491e+01,4.208543e+00,4.308499e+00,4.308499e+00,6.729618e+02,nan
1.300000e+01,1.300000e+01,1.100000e+01,6.698535e+02,9.107044e+01,4.217588e+00,4.317184e+00,4.317184e+00,6.698535e+02,nan
1.400000e+01,1.400000e+01,1.800000e+01,6.663956e+02,9.065766e+01,4.226633e+00,4.334366e+00,4.334366e+00,6.663956e+02,nan
1.500000e+01,1.500000e+01,5.000000e+00,6.629777e+02,9.021026e+01,4.235678e+00,4.339115e+00,4.339115e+00,6.629777e+02,nan
1.600000e+01,1.600000e+01,1.200000e+01,6.594274e+02,8.991075e+01,4.244724e+00,4.349018e+00,4.349018e+00,6.594274e+02,nan
1.700000e+01,1.700000e+01,1.900000e+01,6.560250e+02,8.947472e+01,4.253769e+00,4.312685e+00,4.312685e+00,6.560250e+02,nan
1.800000e+01,1.800000e+01,6.000000e+00,6.528769e+02,8.921254e+01,4.262814e+00,4.370792e+00,4.370792e+00,6.528769e+02,nan
1.900000e+01,1.900000e+01,1.300000e+01,6.495964e+02,8.886164e+01,4.271859e+00,4.348674e+00,4.348674e+00,6.495964e+02,nan
2.000000e+01,0.000000e+00,1.000000e+00,6.459597e+02,8.859769e+01,4.280905e+00,4.354391e+00,4.354391e+00,6.459597e+02,nan
2.100000e+01,1.000000e+00,8.000000e+00,6.422129e+02,8.833661e+01,4.289950e+00,4.400440e+00,4.400440e+00,6.422129e+02,nan
2.200000e+01,2.000000e+00,1.500000e+01,6.390161e+02,8.803863e+01,4.298995e+00,4.408125e+00,4.408125e+00,6.390161e+02,nan
2.300000e+01,3.000000e+00,2.000000e+00,6.361402e+02,8.777058e+01,4.308040e+00,4.416247e+00,4.416247e+00,6.361402e+02,nan
2.400000e+01,4.000000e+00,9.000000e+00,6.332304e+02,8.748512e+01,4.317085e+00,4.421027e+00,4.421027e+00,6.332304e+02,nan
2.500000e+01,5.000000e+00,1.600000e+01,6.301154e+02,8.729987e+01,4.326131e+00,4.431742e+00,4.431742e+00,6.301154e+02,nan
2.600000e+01,6.000000e+00,3.000000e+00,6.266816e+02,8.696931e+01,4.335176e+00,4.440490e+00,4.440490e+00,6.266816e+02,nan
2.700000e+01,7.000000e+00,1.000000e+01,6.228632e+02,8.680968e+01,4.344221e+00,4.450705e+00,4.450705e+00,6.228632e+02,nan
2.800000e+01,8.000000e+00,1.700000e+01,6.189415e+02,8.650577e+01,4.353266e+00,4.463983e+00,4.463983e+00,6.189415e+02,nan
2.900000e+01,9.000000e+00,4.000000e+00,6.157457e+02,8.634872e+01,4.362312e+00,4.469825e+00,4.469825e+00,6.157457e+02,nan
3.000000e+01,1.000000e+01,1.100000e+01,6.129409e+02,8.603446e+01,4.371357e+00,4.476323e+00,4.476323e+00,6.129409e+02,nan
3.100000e+01,1.100000e+01,1.800000e+01,6.101764e+02,8.587668e+01,4.380402e+00,4.498503e+00,4.498503e+00,6.101764e+02,nan
3.200000e+01,1.200000e+01,5.000000e+00,6.072851e+02,8.559685e+01,4.389447e+00,4.495817e+00,4.495817e+00,6.072851e+02,nan
3.300000e+01,1.300000e+01,1.200000e+01,6.041063e+02,8.544107e+01,4.398492e+00,4.503814e+00,4.503814e+00,6.041063e+02,nan
3.400000e+01,1.400000e+01,1.900000e+01,6.005876e+02,8.529700e+01,4.407538e+00,4.466263e+00,4.466263e+00,6.005876e+02,nan
3.500000e+01,1.500000e+01,6.000000e+00,5.967861e+02,8.508530e+01,4.416583e+00,4.529744e+00,4.529744e+00,5.967861e+02,nan
3.600000e+01,1.600000e+01,1.300000e+01,5.932924e+02,8.500198e+01,4.425628e+00,4.544927e+00,4.544927e+00,5.932924e+02,nan
3.700000e+01,1.700000e+01,0.000000e+00,5.903821e+02,8.482201e+01,4.434673e+00,4.559047e+00,4.559047e+00,5.903821e+02,nan
3.800000e+01,1.800000e+01,7.000000e+00,5.875318e+02,8.476345e+01,4.443719e+00,4.565889e+00,4.565889e+00,5.875318e+02,nan
3.900000e+01,1.900000e+01,1.400000e+01,5.844396e+02,8.461623e+01,4.452764e+00,4.540553e+00,4.540553e+00,5.844396e+02,nan
4.000000e+01,0.000000e+00,2.000000e+00,5.809696e+02,8.461106e+01,4.461809e+00,4.546551e+00,4.546551e+00,5.809696e+02,nan
4.100000e+01,1.000000e+00,9.000000e+00,5.774726e+02,8.455772e+01,4.470854e+00,4.596973e+00,4.596973e+00,5.774726e+02,nan
4.200000e+01,2.000000e+00,1.600000e+01,5.742712e+02,8.458202e+01,4.479899e+00,4.602940e+00,4.602940e+00,5.742712e+02,nan
4.300000e+01,3.000000e+00,3.000000e+00,5.708872e+02,8.467068e+01,4.488945e+00,4.612156e+00,4.612156e+00,5.708872e+02,nan
4.400000e+01,4.000000e+00,1.000000e+01,5.679066e+02,8.449544e+01,4.497990e+00,4.618623e+00,4.618623e+00,5.679066e+02,nan
4.500000e+01,5.000000e+00,1.700000e+01,5.652967e+02,8.415658e+01,4.507035e+00,4.629401e+00,4.629401e+00,5.652967e+02,nan
4.600000e+01,6.000000e+00,4.000000e+00,5.624956e+02,8.371999e+01,4.516080e+00,4.637680e+00,4.637680e+00,5.624956e+02,nan
4.700000e+01,7.000000e+00,1.100000e+01,5.597336e+02,8.340815e+01,4.525126e+00,4.646458e+00,4.646458e+00,5.597336e+02,nan
4.800000e+01,8.000000e+00,1.800000e+01,5.569494e+02,8.300904e+01,4.534171e+00,4.659017e+00,4.659017e+00,5.569494e+02,nan
4.900000e+01,9.000000e+00,5.000000e+00,5.540756e+02,8.274010e+01,4.543216e+00,4.663391e+00,4.663391e+00,5.540756e+02,nan
5.000000e+01,1.000000e+01,1.200000e+01,5.514277e+02,8.239518e+01,4.552261e+00,4.670576e+00,4.670576e+00,5.514277e+02,nan
5.100000e+01,1.100000e+01,1.900000e+01,5.489137e+02,8.212294e+01,4.561307e+00,4.621997e+00,4.621997e+00,5.489137e+02,nan
5.200000e+01,1.200000e+01,6.000000e+00,5.463106e+02,8.184699e+01,4.570352e+00,4.691413e+00,4.691413e+00,5.463106e+02,nan
5.300000e+01,1.300000e+01,1.300000e+01,5.435033e+02,8.155573e+01,4.579397e+00,4.698224e+00,4.698224e+00,5.435033e+02,nan
