8.11688	-0.05368
8.243706	-0.02266
8.370532	-0.01912
8.497358	-0.06263
8.624184	-0.08289
8.75101	-0.04193
8.877836	-0.00001
9.004662	0.04425
9.131488	0.00884
9.258314	-0.02012
9.38514	0.00012
9.511966	0.00256
9.638792	0.02017
9.765618	0.00783
9.892444	-0.01179
10.01927	0.00315
10.146096	0.01167
10.272922	0.00723
10.399748	0.00961
10.526574	-0.00421
10.6534	0.01046
10.780226	0.0209
10.907052	0.00993
11.033878	0.00498
11.160704	-0.01776
11.28753	-0.01505
11.414356	-0.00548
11.541182	0.01589
11.668008	0.03061
11.794834	0.00894
11.92166	-0.00248
12.048486	-0.00331
12.175312	-0.01193
12.302138	-0.00304
12.428964	0.01876
12.55579	0.01656
12.682616	0.00434
12.809442	-0.00319
12.936268	-0.00721
13.063094	-0.01109
13.18992	-0.00804
13.316746	-0.01878
13.443572	-0.01829
13.570398	0.00029
13.697224	0.00388
13.82405	-0.00147
13.950876	0.00218
14.077702	0.01161
14.204528	0.0087
14.331354	0.01069
14.45818	0.01813
14.585006	0.01412
14.711832	0.00938
14.838658	0.01099
14.965484	0.01074
15.09231	0.00847
15.219136	0.00273
15.345962	-0.00302
15.472788	-0.00494
15.599614	-0.00571
15.72644	0.00127
15.853266	-0.00006
15.980092	-0.00241
16.106918	0.00278
16.233744	-0.00064
16.36057	-0.00249
16.487396	0.00083
16.614222	-0.00287
16.741048	-0.00834
16.867874	-0.01015
16.9947	-0.00898
17.121526	-0.00832
17.248352	-0.00561
17.375178	0.00507
17.502004	0.01083
17.62883	0.00852
17.755656	0.00757
17.882482	0.00101
18.009308	-0.00266
18.136134	-0.0004
18.26296	-0.00076
18.389786	-0.00083
18.516612	0.00328
18.643438	0.00497
18.770264	0.00214
18.89709	0.0017
19.023916	0.00376
19.150742	0.00144
19.277568	0.00097
19.404394	0.00152
19.53122	-0.00344
19.658046	-0.00425
19.784872	-0.00117
19.911698	-0.00112
20.038524	-0.00095
20.16535	0.00134
20.292176	0.00234
20.419002	0.00243
20.545828	0.00193
20.672654	0.00309
20.79948	0.0012
20.926306	-0.00063
21.053132	-0.0031
21.179958	-0.00255
21.306784	0.00175
21.43361	0.00152
21.560436	0.00262
21.687262	0.00406
21.814088	0.00362
21.940914	-0.00125
22.06774	0.00116
22.194566	0.00408
22.321392	0.00073
22.448218	0.00162
22.575044	0.00299
22.70187	0.00383
22.828696	0.00341
22.955522	0.00168
23.082348	0.00171
23.209174	0.00265
23.336	0.00597
23.462826	0.00725
23.589652	0.00549
23.716478	0.00669
23.843304	0.00785
23.97013	0.00582
24.096956	0.00572
24.223782	0.01032
24.350608	0.01626
24.477434	0.01758
24.60426	0.0137
24.731086	0.01852
24.857912	0.0268
24.984738	0.02869
25.111564	0.03237
25.23839	0.03953
25.365216	0.04644
25.492042	0.05389
25.618868	0.0627
25.745694	0.07351
25.87252	0.08641
25.999346	0.09839
26.126172	0.11519
26.252998	0.13808
26.379824	0.16175
26.50665	0.18756
26.633476	0.2184
26.760302	0.25771
26.887128	0.30208
27.013954	0.35041
27.14078	0.4028
27.267606	0.4598
