5.02558	0.94404
5.07634	0.94202
5.12711	0.94113
5.17787	0.9327
5.22863	0.91736
5.2794	0.90459
5.33016	0.90245
5.38092	0.90553
5.43168	0.90501
5.48245	0.9037
5.53321	0.9037
5.58397	0.89915
5.63474	0.8869
5.6855	0.87676
5.73626	0.87164
5.78702	0.87087
5.83779	0.87082
5.88855	0.869
5.93931	0.87056
5.99008	0.87986
6.04084	0.8835
6.0916	0.87906
6.14237	0.88108
6.19313	0.88281
6.24389	0.87959
6.29465	0.87232
6.34542	0.87156
6.39618	0.87503
6.44694	0.87471
6.49771	0.87841
6.54847	0.8869
6.59923	0.89578
6.65	0.89753
6.70076	0.89708
6.75152	0.89997
6.80229	0.90119
6.85305	0.90522
6.90381	0.91365
6.95457	0.92008
7.00534	0.92948
7.0561	0.94146
7.10686	0.94547
7.15763	0.94977
7.20839	0.95428
7.25915	0.95609
7.30992	0.96068
7.36068	0.96354
7.41144	0.96587
7.4622	0.97148
7.51297	0.97671
7.56373	0.98083
7.61449	0.98697
7.66526	0.99121
7.71602	0.99207
7.76678	0.99281
7.81755	0.99383
7.86831	0.99343
7.91907	0.99059
7.96983	0.99173
8.0206	0.99364
8.07136	0.99114
8.12212	0.98687
8.17289	0.98447
8.22365	0.98263
8.27441	0.9819
8.32517	0.98117
8.37594	0.97752
8.4267	0.97238
8.47746	0.9664
8.52823	0.96227
8.57899	0.95897
8.62975	0.95719
8.68052	0.95446
8.73128	0.94944
8.78204	0.94555
8.83281	0.94352
8.88357	0.94097
8.93433	0.9337
8.98509	0.92607
9.03586	0.92254
9.08662	0.92185
9.13738	0.91844
9.18815	0.91464
9.23891	0.91379
9.28967	0.91456
9.34043	0.91562
9.3912	0.91383
9.44196	0.91189
9.49272	0.91056
9.54349	0.90843
9.59425	0.90757
9.64501	0.90722
9.69578	0.9077
9.74654	0.91143
9.7973	0.91444
9.84807	0.91533
9.89883	0.9176
9.94959	0.92225
10.00035	0.92481
10.05112	0.92589
10.10188	0.92827
10.15264	0.93167
10.20341	0.93529
10.25417	0.93794
10.30493	0.94276
10.3557	0.94801
10.40646	0.95212
10.45722	0.95608
10.50798	0.95934
10.55875	0.96331
10.60951	0.96727
10.66027	0.9702
10.71104	0.97339
10.7618	0.97652
10.81256	0.97983
10.86333	0.98222
10.91409	0.98488
10.96485	0.98694
11.01561	0.988
11.06638	0.98966
11.11714	0.98968
11.1679	0.98924
11.21867	0.98884
11.26943	0.98853
11.32019	0.9888
11.37096	0.98999
11.42172	0.98928
11.47248	0.98633
11.52324	0.9829
11.57401	0.97966
11.62477	0.97778
11.67553	0.97517
11.7263	0.97202
11.77706	0.96945
11.82782	0.9651
11.87858	0.95874
11.92935	0.95257
11.98011	0.94813
12.03087	0.9449
12.08164	0.94179
12.1324	0.93823
12.18316	0.93354
12.23393	0.929
12.28469	0.92421
12.33545	0.91868
12.38622	0.91477
12.43698	0.91215
12.48774	0.90996
12.5385	0.9076
12.58927	0.90382
12.64003	0.90043
12.69079	0.89746
12.74156	0.89424
12.79232	0.89086
12.84308	0.8884
12.89385	0.88748
12.94461	0.88702
12.99537	0.88701
13.04613	0.88771
13.0969	0.88791
13.14766	0.88781
13.19842	0.88795
13.24919	0.8873
13.29995	0.88728
13.35071	0.88912
13.40148	0.89274
13.45224	0.89672
13.503	0.90055
13.55376	0.90314
13.60453	0.90538
13.65529	0.90832
13.70605	0.91153
13.75682	0.915
13.80758	0.91871
13.85834	0.92407
13.90911	0.92882
13.95987	0.93192
14.01063	0.93485
14.06139	0.93879
14.11216	0.94461
14.16292	0.94997
14.21368	0.9544
14.26445	0.95839
14.31521	0.9612
14.36597	0.96365
14.41673	0.96552
14.4675	0.9684
14.51826	0.97307
14.56902	0.97755
14.61979	0.98047
14.67055	0.98188
14.72131	0.98337
14.77208	0.98414
14.82284	0.98366
14.8736	0.98389
14.92437	0.98437
14.97513	0.98501
15.02589	0.98511
15.07665	0.98341
15.12742	0.98112
15.17818	0.97892
15.22894	0.97678
15.27971	0.97395
15.33047	0.97186
15.38123	0.96973
15.432	0.96633
15.48276	0.96252
15.53352	0.95837
15.58428	0.95522
15.63505	0.95182
15.68581	0.9477
15.73657	0.94368
15.78734	0.93962
15.8381	0.93522
15.88886	0.93179
15.93962	0.92892
15.99039	0.92565
16.04115	0.9225
16.09191	0.9195
16.14268	0.91671
16.19344	0.91366
16.2442	0.91057
16.29497	0.9081
16.34573	0.90793
16.39649	0.90861
16.44725	0.90734
16.49802	0.9056
16.54878	0.90402
16.59954	0.90197
16.65031	0.90047
16.70107	0.90094
16.75183	0.90362
16.8026	0.90684
16.85336	0.90906
16.90412	0.9105
16.95489	0.91064
17.00565	0.91119
17.05641	0.91313
17.10717	0.91635
17.15794	0.9206
17.2087	0.92444
17.25946	0.9283
17.31023	0.93052
17.36099	0.93157
17.41175	0.93394
17.46252	0.93861
17.51328	0.94386
17.56404	0.94792
17.6148	0.95118
17.66557	0.95409
17.71633	0.95701
17.76709	0.95954
17.81786	0.96211
17.86862	0.96482
17.91938	0.96778
17.97014	0.97056
18.02091	0.97248
18.07167	0.9739
18.12243	0.97508
18.1732	0.9769
18.22396	0.97774
18.27472	0.97786
18.32549	0.97735
18.37625	0.9763
18.42701	0.976
18.47778	0.97662
18.52854	0.9768
18.5793	0.97536
18.63006	0.97232
18.68083	0.96885
18.73159	0.96569
18.78235	0.96284
18.83312	0.9602
18.88388	0.95855
18.93464	0.95668
18.98541	0.95221
19.03617	0.9478
19.08693	0.94421
19.13769	0.94101
19.18846	0.9378
19.23922	0.93487
19.28998	0.93226
19.34075	0.92893
19.39151	0.92512
19.44227	0.92058
19.49303	0.91648
19.5438	0.91403
19.59456	0.91201
19.64532	0.91031
19.69609	0.90914
19.74685	0.90728
19.79761	0.90448
19.84838	0.90202
19.89914	0.90081
19.9499	0.90001
20.00067	0.8995
20.05143	0.89961
20.10219	0.89961
20.15295	0.89967
20.20372	0.90011
20.25448	0.90087
20.30524	0.90195
20.35601	0.90307
20.40677	0.90474
20.45753	0.9067
20.5083	0.90848
20.55906	0.91079
20.60982	0.91304
20.66058	0.9152
20.71135	0.91821
20.76211	0.92139
20.81287	0.92449
20.86364	0.92734
20.9144	0.92997
20.96516	0.93295
21.01592	0.93594
21.06669	0.9387
21.11745	0.94191
21.16821	0.94563
21.21898	0.94896
21.26974	0.95104
21.3205	0.95183
21.37127	0.9532
21.42203	0.95595
21.47279	0.95831
21.52356	0.96025
21.57432	0.96148
21.62508	0.96186
21.67584	0.96226
21.72661	0.96181
21.77737	0.96178
21.82813	0.96252
21.8789	0.96358
21.92966	0.96497
21.98042	0.96411
22.03119	0.96139
22.08195	0.9592
22.13271	0.95703
22.18347	0.95532
22.23424	0.95457
22.285	0.95366
22.33576	0.95331
22.38653	0.95175
22.43729	0.9483
22.48805	0.94529
22.53882	0.94344
22.58958	0.94251
22.64034	0.94181
22.6911	0.94048
22.74187	0.93879
22.79263	0.93709
22.84339	0.93493
22.89416	0.9333
22.94492	0.93243
22.99568	0.93147
23.04644	0.93115
23.09721	0.93101
23.14797	0.93093
23.19873	0.93083
23.2495	0.93063
23.30026	0.93097
23.35102	0.93157
23.40179	0.9327
23.45255	0.93344
23.50331	0.93412
23.55408	0.93537
23.60484	0.93664
23.6556	0.93841
23.70636	0.94022
23.75713	0.94168
23.80789	0.94301
23.85865	0.94454
23.90942	0.94673
23.96018	0.94856
24.01094	0.94997
24.06171	0.95104
24.11247	0.95107
24.16323	0.95087
24.21399	0.95121
24.26476	0.95115
24.31552	0.95073
24.36628	0.95094
24.41705	0.95112
24.46781	0.94979
