# idx, f0, Ql, Qi, Qc, phi, f0, Ql, Qi, Qc, phi
1.220000000000000000e+02,5.370700844716265188e+00,4.024738296877696121e+04,7.193043349868449150e+05,4.263282623833102116e+04,-4.485278549394671743e-01,5.334706751887416054e+00,2.913773911041301471e+04,4.355421636488752556e+05,3.122681046201229037e+04,-1.004283315974173335e-01
1.230000000000000000e+02,5.375860916638043996e+00,6.073931097122050414e+04,7.464527284823051887e+05,6.611949430006573675e+04,-1.341966752084209832e-02,5.341791856680397466e+00,5.112824501582129596e+04,4.362538162323703291e+05,5.791589463913856162e+04,-1.662733367416974195e-01
1.240000000000000000e+02,nan,nan,nan,nan,nan,5.350314746510652419e+00,4.925545121869490686e+04,4.470512860227310448e+05,5.535430712037217745e+04,3.163412499480169893e-01
1.250000000000000000e+02,5.395508367207800582e+00,2.902527101937640327e+04,6.861092163058187580e+05,3.030739998294588440e+04,-1.497501828819869096e-01,5.359094647062420336e+00,2.431243557817548572e+04,4.138739718348986353e+05,2.582976844790058385e+04,-1.382493193711784585e-01
1.260000000000000000e+02,5.398675670915137559e+00,7.553957100632785296e+04,7.122159313392589102e+05,8.450209442220612254e+04,-1.484183734042693881e-01,5.367764175089456913e+00,5.940969448803784326e+04,4.644181619657592382e+05,6.812435623608177411e+04,-4.424813555417984601e-01
1.270000000000000000e+02,nan,nan,nan,nan,nan,5.373899719246853834e+00,6.278025444686408446e+04,4.422069283067619544e+05,7.316792779707333830e+04,4.536082814202899161e-01
1.280000000000000000e+02,5.426582499603264331e+00,2.518842621886256165e+04,5.694167558988328092e+05,2.635421781915681640e+04,-1.182824505815094213e-01,5.393096438558881545e+00,2.913482118411779084e+04,5.036871566240465036e+05,3.092353391828569511e+04,1.460477386109592379e-01
1.290000000000000000e+02,5.421117138155916670e+00,3.034962562361202436e+04,5.877622055609360104e+05,3.200208164747316550e+04,5.162958831972657564e-02,5.384722103333741572e+00,4.136250115547431051e+04,4.798014852092019864e+05,4.526465530704711273e+04,4.024743139772720135e-01
1.300000000000000000e+02,nan,nan,nan,nan,nan,5.405213397831787780e+00,6.264747579427126038e+04,3.717229731517710024e+05,7.534568790409177018e+04,5.174958851520047309e-01
1.310000000000000000e+02,5.451367674389358875e+00,4.751490299864816916e+04,7.597498505739234388e+05,5.068473623226990458e+04,-1.141405543787527982e-01,5.418384697021632057e+00,5.649583297725037846e+04,4.771504388331094524e+05,6.408348113172479498e+04,-4.300383758712179039e-01
1.320000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.330000000000000000e+02,nan,nan,nan,nan,nan,5.431966981573427056e+00,5.790671145837986114e+04,4.584625191646061139e+05,6.627804740561281506e+04,3.436993833315765134e-01
1.340000000000000000e+02,5.484835458190455704e+00,4.358467026505489048e+04,5.688668994631485548e+05,4.720105661228305689e+04,-5.045299464466563855e-01,5.448726403769811100e+00,3.861453549106387072e+04,4.113636681678471505e+05,4.261476572763848526e+04,-2.697728335925959064e-01
1.350000000000000000e+02,nan,nan,nan,nan,nan,5.456876677381733209e+00,5.118377466232744337e+04,3.898811913871813449e+05,5.891863964599554311e+04,1.365932683189544083e-01
1.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.370000000000000000e+02,nan,nan,nan,nan,nan,5.481463288888071439e+00,4.161883639263859368e+04,4.785796900156329502e+05,4.558287007738528337e+04,3.319503287370907663e-02
1.380000000000000000e+02,5.526071570458916504e+00,5.691062470603610564e+04,5.829375288973464631e+05,6.306776073581864330e+04,1.026897148438719876e-01,5.490336947576984095e+00,5.855639069697551167e+04,3.977661435721606831e+05,6.866474065564699413e+04,-1.149207894128916330e-01
1.390000000000000000e+02,5.446513444169286622e+00,5.232462572192591324e+04,5.615520977432007203e+05,5.770113544963605818e+04,3.415405751823399338e-01,nan,nan,nan,nan,nan
1.400000000000000000e+02,5.496201123093468865e+00,3.072248336422459397e+04,8.476593735570476856e+05,3.187786145449821561e+04,-3.760637663593123792e-01,5.464163984740842750e+00,2.258171168347074126e+04,3.944946625443845987e+05,2.395282205049343247e+04,-2.773572023221141380e-01
1.410000000000000000e+02,5.544982224535258020e+00,3.105243505890641245e+04,6.743123484931468265e+05,3.255144611641135998e+04,-1.313353769630637435e-01,5.507727448595346686e+00,3.476804684859382542e+04,4.449467012609582744e+05,3.771509703919383901e+04,1.369517298268402017e-01
1.420000000000000000e+02,5.565986337473725953e+00,6.513739695494979242e+04,6.790403942724887747e+05,7.204871763689149520e+04,3.521879158072607763e-01,5.533303337008836031e+00,5.868241607063195988e+04,4.390185192570759682e+05,6.773658139187328925e+04,-7.147102654164017022e-02
1.430000000000000000e+02,nan,nan,nan,nan,nan,5.525008033835084653e+00,4.109822687132427382e+04,4.481909552200185135e+05,4.524731658564625104e+04,4.608370320191865210e-01
1.440000000000000000e+02,5.581517438251020202e+00,3.450565278789475269e+04,6.638166505957049085e+05,3.639762683326550905e+04,-1.570492848819914911e-01,5.545297663630702090e+00,2.550367005381794297e+04,4.827215197743430617e+05,2.692626802677895103e+04,8.201889999672772047e-02
1.450000000000000000e+02,5.586031879950630774e+00,4.294628644968802109e+04,5.989600152148389025e+05,4.626344108886364120e+04,-6.529696788827588083e-01,5.550904681490060888e+00,2.723123038369213464e+04,4.192271806304605561e+05,2.912293336619209367e+04,-3.574385209900977078e-01
1.460000000000000000e+02,5.594859823025036150e+00,4.972088003051701526e+04,6.668962446719363797e+05,5.372649343092452909e+04,6.630361945407100555e-01,nan,nan,nan,nan,nan
1.470000000000000000e+02,nan,nan,nan,nan,nan,5.565654350286349583e+00,3.194211571275350798e+04,3.911984597556877416e+05,3.478214560540587263e+04,1.861295353600252722e-01
1.480000000000000000e+02,5.616304799576233187e+00,5.130358541900572891e+04,6.285920928774103522e+05,5.586293112369198207e+04,-4.389995320136498846e-01,5.582595091992388348e+00,3.374007520338214090e+04,5.107326894238474197e+05,3.612667960938604665e+04,-5.380313058265300263e-01
1.490000000000000000e+02,5.611776981027788658e+00,5.422577558657343616e+04,6.087247881256159162e+05,5.952864298844889709e+04,-1.213675809129480948e-01,5.574181912868013455e+00,3.629431544481958554e+04,4.421766723121417454e+05,3.953978130782252265e+04,-2.589664123888989478e-01
1.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.510000000000000000e+02,5.637820700991866829e+00,3.393546926517341490e+04,7.303394157513102982e+05,3.558913030494532723e+04,1.364958650870900514e-01,5.603415208308530460e+00,4.979175814278928010e+04,4.525197612519357353e+05,5.594782168892940535e+04,3.744911633660656380e-01
1.520000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.540000000000000000e+02,5.674513939132975082e+00,3.606204359923080483e+04,3.287255436497066403e+05,4.050561441803304479e+04,-1.320915655283315671e-01,5.637528071258424589e+00,3.661944585799374909e+04,3.874891411158659612e+05,4.044133139861012751e+04,-1.318088634425749195e-01
1.550000000000000000e+02,nan,nan,nan,nan,nan,5.644871800919149862e+00,2.902007249938891619e+04,4.674148768087311182e+05,3.094109117842311389e+04,1.080693457696198512e-01
1.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.580000000000000000e+02,nan,nan,nan,nan,nan,5.681080700919017623e+00,4.601193456985171360e+04,4.731090363901515957e+05,5.096888256560533773e+04,-8.298065172689866875e-02
1.590000000000000000e+02,5.686965027016104735e+00,3.658835460712653730e+04,6.391313756005446194e+05,3.881011744598524092e+04,-3.536045072657269528e-01,5.651681844421402978e+00,4.631958128612922155e+04,4.097854843160817400e+05,5.222248329877144715e+04,-2.077602410184069825e-01
1.600000000000000000e+02,nan,nan,nan,nan,nan,5.663629418960478112e+00,2.820713928315441444e+04,3.798014532723514130e+05,3.047009597751016918e+04,-8.737941372971831655e-02
1.610000000000000000e+02,5.736209620035539913e+00,5.586922931139366847e+04,6.125473039288034197e+05,6.147636730761226499e+04,-2.954007229171194959e-01,5.697670814381789128e+00,3.408543483814658248e+04,5.165699933013024274e+05,3.649342250889450952e+04,-2.753423216774399940e-01
1.620000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.650000000000000000e+02,5.768685848162909302e+00,4.418254009413955646e+04,5.853112969848280773e+05,4.778999363326940511e+04,-1.028987273013990400e-01,5.733763542515952771e+00,4.925788877856773615e+04,4.744690461566913291e+05,5.496408807466029248e+04,-5.514550092973761197e-01
1.660000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.670000000000000000e+02,5.788272106438700604e+00,2.663460785324444441e+04,4.810754801961237099e+05,2.819565215772958254e+04,6.834854157012326681e-02,nan,nan,nan,nan,nan
1.680000000000000000e+02,5.800077682815847346e+00,3.083545429720794345e+04,5.823564812290892005e+05,3.255945972090802024e+04,-2.356439088934558501e-01,5.765216483884153753e+00,3.797884085576966027e+04,4.198941853496356052e+05,4.175557403379740572e+04,9.610019080056684398e-03
1.690000000000000000e+02,5.805278223645050417e+00,3.636363385681314685e+04,5.267788501957950648e+05,3.905994878183448600e+04,-1.526368616277612722e-01,5.771050306029442467e+00,3.709781063924744376e+04,3.317760170692483662e+05,4.176815111300887656e+04,1.835874002340128208e-01
1.700000000000000000e+02,5.833775930211858807e+00,4.362344129588331998e+04,6.407024699007440358e+05,4.681063183403026051e+04,1.868763185667861870e-01,5.796005582677691947e+00,3.483369512884011783e+04,4.079818146689214627e+05,3.808545027053699596e+04,2.085501355035594140e-01
1.710000000000000000e+02,nan,nan,nan,nan,nan,5.785871966672459621e+00,4.803137179586857383e+04,4.422358049452869454e+05,5.388369734726214665e+04,-3.226803244740560767e-02
1.720000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.730000000000000000e+02,5.776209003668091313e+00,3.962752959429612383e+04,5.793173554749819450e+05,4.253723999912777799e+04,3.047975181946586606e-02,5.741013251241433579e+00,3.445084126156889397e+04,3.337226511472849525e+05,3.841666906233318150e+04,4.710261948641489282e-01
1.740000000000000000e+02,5.863039287004527367e+00,3.633292251551963273e+04,5.909327828388435300e+05,3.871316339359912672e+04,-1.946714326086544933e-01,5.824942675802968317e+00,4.132680101369379554e+04,3.903422692939079716e+05,4.622029324325371272e+04,1.076638765517679702e-02
1.750000000000000000e+02,nan,nan,nan,nan,nan,5.839348571196160798e+00,3.009762095649197727e+04,2.976619386718088645e+05,3.348322481793245970e+04,4.241774718847340919e-01
1.760000000000000000e+02,5.894884484420178872e+00,3.672793006470282126e+04,3.713590174912701477e+05,4.075905836545795319e+04,6.727711658973171971e-02,5.862095521300582313e+00,4.754241660383041744e+04,3.918389855436077341e+05,5.410734225351799978e+04,1.589460205895089906e-01
1.770000000000000000e+02,nan,nan,nan,nan,nan,5.848994326964255919e+00,4.634035807073524484e+04,4.617825020563019207e+05,5.150937815503021557e+04,4.062189304640859144e-01
1.780000000000000000e+02,nan,nan,nan,nan,nan,5.872390862362268038e+00,3.850688298642571317e+04,3.527241391689755255e+05,4.322584735949896276e+04,-3.265579666541668091e-02
1.790000000000000000e+02,nan,nan,nan,nan,nan,5.832209038194624107e+00,4.529942617276149394e+04,4.212308401855312404e+05,5.075796976633243321e+04,-4.781674219559555183e-01
1.800000000000000000e+02,5.893864076107874439e+00,2.976690139883408119e+04,2.695024357512089773e+05,3.346292594221914624e+04,-2.293385060188690983e-01,5.857123686905684856e+00,3.681887343824261916e+04,3.952940753319586511e+05,4.060052816386923951e+04,-4.808726641349153619e-01
1.810000000000000000e+02,5.925997860487131952e+00,4.810188128885844344e+04,4.755401349791121902e+05,5.351503971244712011e+04,-1.928112982805163245e-01,5.886064406977805419e+00,4.452475208578926686e+04,4.006550694570879568e+05,5.009140409939501842e+04,-1.881707404550801432e-01
1.820000000000000000e+02,nan,nan,nan,nan,nan,5.900941905434378576e+00,2.938974429946652162e+04,4.365548305173231638e+05,3.151113706919399556e+04,3.012400129438972396e-01
1.830000000000000000e+02,5.941586696307322946e+00,3.537884553287504241e+04,6.331452004008258227e+05,3.747274509922907600e+04,4.292123225089534977e-02,5.912227447072507580e+00,2.696352103607561003e+04,4.717325808149242657e+05,2.859814792991663853e+04,5.520806860240762282e-02
1.840000000000000000e+02,5.962128388642453203e+00,3.882225665056683647e+04,4.925227474287606310e+05,4.214420062478948967e+04,4.860936221067012342e-02,5.933203906557648288e+00,9.447374687280421495e+04,4.484255773660560953e+05,1.196898584429825132e+05,4.945893046558185596e-02
1.850000000000000000e+02,5.959261306568413019e+00,3.758012968976474076e+04,3.639692198602483259e+05,4.190707011158418754e+04,-2.719537084164840857e-01,5.921703079426460015e+00,4.059725208354644565e+04,3.778257299655262032e+05,4.548455248915398988e+04,-1.649412393251626363e-01
1.860000000000000000e+02,nan,nan,nan,nan,nan,5.939142791184076842e+00,3.997388372480570979e+04,4.236316311431953800e+05,4.413882341596674814e+04,2.976794362030635854e-01
1.870000000000000000e+02,nan,nan,nan,nan,nan,5.945018431368549017e+00,3.446661736251422553e+04,3.862923127016780782e+05,3.784314081759834517e+04,3.418880567990815328e-02
1.880000000000000000e+02,5.997998097014948904e+00,4.411986444433161523e+04,5.721149146118769422e+05,4.780657029123019311e+04,3.923287778769633111e-02,5.959120712609371040e+00,4.204260955422727420e+04,4.497224109158681822e+05,4.637831863823271851e+04,-3.337414380577444217e-01
1.890000000000000000e+02,nan,nan,nan,nan,nan,5.964720573957715821e+00,4.875330576103123894e+04,4.482267744071767665e+05,5.470335002976352553e+04,2.033598737117719712e-01
1.900000000000000000e+02,nan,nan,nan,nan,nan,5.907742243595143883e+00,2.845846800862861346e+04,3.015056509304391802e+05,3.142456490342812685e+04,1.494024264643998290e-01
1.910000000000000000e+02,nan,nan,nan,nan,nan,5.979750779291753027e+00,3.148849307355019118e+04,3.732921902887790930e+05,3.438935460349048662e+04,1.619144820038379839e-01
1.920000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.930000000000000000e+02,6.051922409078950515e+00,4.035983732354786480e+04,5.366053879413108807e+05,4.364231807678676705e+04,-2.460433089154873132e-01,6.011045387212463176e+00,3.951884950894706708e+04,4.057433140939227305e+05,4.378328189273292082e+04,1.568415965043247831e-02
1.940000000000000000e+02,6.053995299105570993e+00,4.459578283960730187e+04,6.595298103717793711e+05,4.782992464675158408e+04,1.515139695719584789e-01,6.017382471041059055e+00,5.077121455754131603e+04,2.293448536977382901e+05,6.520624673843418714e+04,-2.856933243739576134e-01
1.950000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.960000000000000000e+02,nan,nan,nan,nan,nan,6.052987019189998819e+00,2.862476554189152375e+04,3.989249535107845441e+05,3.083750328534924847e+04,3.867815879532936207e-02
1.970000000000000000e+02,nan,nan,nan,nan,nan,6.044311764552197985e+00,2.718521056336781839e+04,4.026196561950662290e+05,2.915369183079962750e+04,2.308747470982926153e-01
1.980000000000000000e+02,6.103967833505722140e+00,4.113810820788489218e+04,5.670975982326290105e+05,4.435573994382719684e+04,-7.355644583433558481e-02,6.064677991895258913e+00,3.585529329557660094e+04,4.293555472110889386e+05,3.912238663165320031e+04,2.163793676866104798e-01
1.990000000000000000e+02,6.070344857374905700e+00,5.162033467811971786e+04,5.712127875983965350e+05,5.674869814318709541e+04,-2.453543936990744689e-01,6.032736853813529976e+00,4.312297022119674511e+04,4.412681776350911823e+05,4.779360426644112158e+04,-2.309843315530278052e-01
2.000000000000000000e+02,6.272185266887376542e+00,3.952014689291827381e+04,5.196911981259259046e+05,4.277282530080492143e+04,-2.732486933075145563e-01,6.231170921677890995e+00,2.696635094339042917e+04,3.824421617194208666e+05,2.901201498341215847e+04,-1.077655522926062454e-01
2.010000000000000000e+02,6.337533009412464224e+00,5.222754233718787873e+04,6.282963815835096175e+05,5.696259480444414658e+04,6.213657552950799245e-02,6.294830080391366600e+00,5.402219310263310763e+04,3.924711769479350769e+05,6.264505056983743998e+04,4.556443005959625037e-01
2.020000000000000000e+02,6.343498151656258521e+00,2.595529366240122545e+04,4.291729313497456023e+05,2.762604713679129418e+04,-8.734179197764843638e-02,6.303707616846677020e+00,3.289494816446235200e+04,3.052431889635529369e+05,3.686808789015973889e+04,-2.561765549424955268e-01
2.030000000000000000e+02,6.349859104722108682e+00,3.649635081159634865e+04,6.438111366401942214e+05,3.868958511717282090e+04,6.018738764644970124e-02,6.309137972716741594e+00,3.123788710356866068e+04,4.012494185752564808e+05,3.387511731856796541e+04,2.709287472956338760e-01
2.040000000000000000e+02,6.365401767664179644e+00,4.016129861094617809e+04,5.668013641053555766e+05,4.322397844067651022e+04,8.055769541721519156e-02,6.329818745960982262e+00,7.250746062165159674e+04,3.566698960540958797e+05,9.100861063396633836e+04,2.358496806599713266e-02
2.050000000000000000e+02,6.358908942295601996e+00,4.018447711656596221e+04,6.089489524980316637e+05,4.302359993633909471e+04,1.517632552436030263e-02,6.316704407749004879e+00,3.881345428628631635e+04,3.910263519208271173e+05,4.309065209406443319e+04,5.411958722558768420e-02
2.060000000000000000e+02,6.375588887649019654e+00,3.698683466963510728e+04,5.448733153903334169e+05,3.968040102906580432e+04,-2.893676227739327977e-01,6.334404687636251197e+00,2.758058588964986848e+04,3.768347812321078964e+05,2.975862334248695333e+04,-2.288795903711107749e-02
2.070000000000000000e+02,6.291282170719350475e+00,3.355361760259761650e+04,4.442582847853603889e+05,3.629487024514513905e+04,1.864423899172034382e-01,6.248572053086549616e+00,3.300888943468920479e+04,2.975822622173141572e+05,3.712716774157970212e+04,1.581220522854215604e-01
2.080000000000000000e+02,nan,nan,nan,nan,nan,6.347503010517147715e+00,3.738959424241251691e+04,3.850577665185092483e+05,4.141061735896646860e+04,3.058457827472934112e-02
2.090000000000000000e+02,nan,nan,nan,nan,nan,6.352898714296556726e+00,3.351958536345661560e+04,4.258031084910011268e+05,3.638374492330829526e+04,-1.276308900486753384e-01
2.100000000000000000e+02,nan,nan,nan,nan,nan,6.381457127077223568e+00,4.684475292046958202e+04,4.885289012318709283e+05,5.181307900726566004e+04,2.963604850656675893e-01
2.110000000000000000e+02,6.412522460964143356e+00,4.394542599078475905e+04,4.879754808009184198e+05,4.829468218322272151e+04,-2.483005842244572492e-01,6.369319034320871431e+00,2.663586249486021552e+04,3.992993447349527851e+05,2.853964219063415658e+04,-3.674779931454301152e-01
2.120000000000000000e+02,6.426323515401031194e+00,3.460412355684332579e+04,5.184090416243313230e+05,3.707918183430019417e+04,-2.610536019730242407e-01,6.389308034225787303e+00,2.952710426400079814e+04,3.730933268291849527e+05,3.206475153243027671e+04,-5.774070482128462745e-01
2.130000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.140000000000000000e+02,6.453597874139748392e+00,2.900564132641959077e+04,5.239154505240793223e+05,3.070560203263563380e+04,1.257717098134097378e-01,nan,nan,nan,nan,nan
2.150000000000000000e+02,6.467889728539747196e+00,2.885005548657386316e+04,5.335482698997993721e+05,3.049921071995639431e+04,-2.848407231522336880e-01,6.437242847425867609e+00,2.891528809806391291e+04,4.544540492444564006e+05,3.088007711879053022e+04,6.324992929172222611e-02
2.160000000000000000e+02,nan,nan,nan,nan,nan,6.454630832072902891e+00,3.920963478930514975e+04,2.943752189463286195e+05,4.523472420482996677e+04,-2.304960221540486021e-01
2.170000000000000000e+02,6.485879541514744773e+00,4.944102324143683654e+04,5.233866986988457502e+05,5.459860755065365811e+04,-2.123956717728082977e-01,6.445244907725908412e+00,3.398658655261333479e+04,3.485321917458551470e+05,3.765883008877289103e+04,-9.278206347585461755e-02
2.180000000000000000e+02,6.501788370226509350e+00,4.020595926956735639e+04,5.642811654576257570e+05,4.329047680006476003e+04,-8.019347671899096364e-02,6.462228327171005482e+00,2.684652337878716207e+04,5.159892029971031006e+05,2.831999083022723062e+04,5.587538039976834570e-02
2.190000000000000000e+02,6.460567752466741531e+00,4.603368350920746161e+04,6.026951229955025483e+05,4.984048575400000846e+04,1.933518103659098430e-01,6.430270714542040800e+00,3.698917390893850097e+04,4.781430122673469014e+05,4.009058404640198569e+04,-8.680894831885770102e-02
2.200000000000000000e+02,6.457374105993613611e+00,2.646961907942120524e+04,6.062708823882699944e+05,2.767803440816884540e+04,-1.172413459014472192e-01,6.423844252976447677e+00,3.447553946614607412e+04,3.313164771764036268e+05,3.847957890440554911e+04,1.067109172228449254e-01
2.210000000000000000e+02,6.525760722338864284e+00,5.487631589859262749e+04,6.667909053720512893e+05,5.979760736378451111e+04,3.188636511483410318e-01,6.481869911609368096e+00,4.007153051593070268e+04,4.109706053682388156e+05,4.440081485973384406e+04,-1.624949163096455762e-01
2.220000000000000000e+02,6.530395603482886280e+00,3.129201298533764930e+04,5.588364975724936230e+05,3.314814096180741035e+04,-1.359172930627425280e-01,nan,nan,nan,nan,nan
2.230000000000000000e+02,nan,nan,nan,nan,nan,6.495916292664602132e+00,2.838384074302827503e+04,3.075624033311353996e+05,3.126960105304970057e+04,1.247880120664521530e-01
2.240000000000000000e+02,6.444366778176944699e+00,3.123013852574189514e+04,5.686786592710809782e+05,3.304486405700661999e+04,9.051707635743536096e-02,6.405980694511439921e+00,7.160585928707086714e+04,3.070354518016835791e+05,9.338476579357363516e+04,1.238070592716450785e-01
2.250000000000000000e+02,6.546266468878057410e+00,3.801964321199681581e+04,6.205859034614883130e+05,4.050089447661431041e+04,9.895398329768430312e-02,6.503599773122525463e+00,4.939712088622234296e+04,3.636096710998975323e+05,5.716280545289139263e+04,-1.288955017598429065e-01
2.260000000000000000e+02,6.559101678562912596e+00,3.332707298598619673e+04,4.872897986148096970e+05,3.577373596316065959e+04,1.454432759853464263e-01,6.516975522829654643e+00,2.587454883662285283e+04,4.086847506264620461e+05,2.762343712217154825e+04,-1.183350756726107844e-01
2.270000000000000000e+02,6.573649980240051427e+00,5.476242052734169556e+04,6.043007570962751051e+05,6.021958793942311604e+04,-4.556973400130599761e-02,6.533260693998766300e+00,4.232912911975794123e+04,3.287839781055684434e+05,4.858405962060589809e+04,-3.643097929396371670e-01
2.280000000000000000e+02,6.570939583161923281e+00,2.373727149185459712e+04,4.935552157993186847e+05,2.493658297985784884e+04,1.031954216731959945e-01,6.528504090305296437e+00,3.345823064526359667e+04,4.356577684041361208e+05,3.624155855297191738e+04,1.440505245583125482e-01
2.290000000000000000e+02,nan,nan,nan,nan,nan,6.541085630544489327e+00,4.167677473990952421e+04,3.313942465506644221e+05,4.767211061615156359e+04,-8.530702981857120337e-02
2.300000000000000000e+02,6.603849839722854220e+00,3.929962657137645147e+04,5.601881141131874174e+05,4.226467702956241556e+04,-1.135959189499939070e-01,6.561040322729176921e+00,2.855719822997693336e+04,4.129069661680388963e+05,3.067899883654739460e+04,7.622015176244935353e-02
2.310000000000000000e+02,6.595996008003682576e+00,3.553066990241422900e+04,6.917664715724897105e+05,3.745441210072393733e+04,-1.588271762382619532e-03,6.551528785041674574e+00,3.682233036680860096e+04,3.302431997232749127e+05,4.144328325477506587e+04,-2.826879912272877715e-01
2.320000000000000000e+02,6.619830770929755914e+00,9.924267254118826531e+04,5.032363188949009636e+05,1.236220362812165840e+05,-2.629338719095070803e-02,6.577394848264705551e+00,9.553015863365209952e+04,3.599940451929364935e+05,1.300377480338591995e+05,-1.073359638106224923e-01
2.330000000000000000e+02,6.632205243892209445e+00,1.978760669677109399e+04,4.793792946314043947e+05,2.063955721951812302e+04,2.713824269904387826e-02,6.589486799437380249e+00,2.525643681787540118e+04,3.835811195537965395e+05,2.703663123782118782e+04,1.357540945825760903e-01
2.340000000000000000e+02,6.646398168415487362e+00,4.362382944761730323e+04,4.385898530725690653e+05,4.844206286984673352e+04,7.906508157474402554e-02,6.603632600163459543e+00,4.015597582382142718e+04,4.425103520951563260e+05,4.416364291894930648e+04,-3.764912390942511816e-02
2.350000000000000000e+02,nan,nan,nan,nan,nan,6.608370197397247736e+00,3.526906861996070802e+04,3.974544689810392447e+05,3.870351738592253969e+04,-1.849089262915612486e-01
2.360000000000000000e+02,nan,nan,nan,nan,nan,6.632477283600581863e+00,3.381896552802900260e+04,2.776611263703152654e+05,3.850938668175949715e+04,-2.842675887003572044e-02
2.370000000000000000e+02,6.671789589131551956e+00,1.798410177055172971e+04,6.934259759293502430e+04,2.428155872123999507e+04,-2.131213872590958236e-01,6.637755772742564453e+00,5.101175470756438881e+04,4.026932279616450542e+05,5.841106151285832311e+04,-2.336527313790112345e-02
2.380000000000000000e+02,nan,nan,nan,nan,nan,6.652428468601587319e+00,3.828720902618202672e+04,4.211238710989613901e+05,4.211628424347633700e+04,6.526654925392223749e-02
2.390000000000000000e+02,nan,nan,nan,nan,nan,6.623458249974620848e+00,2.731642546114683137e+04,3.709984649710810627e+05,2.948758081461947586e+04,1.404677681606092687e-01
2.400000000000000000e+02,nan,nan,nan,nan,nan,6.618337013435538374e+00,3.511860285156311147e+04,3.488182756151692593e+05,3.905012198698536668e+04,-1.762811350333150784e-01
2.410000000000000000e+02,6.626054535178649729e+00,5.118757701003950206e+04,5.269048781602035742e+05,5.669540284236433217e+04,-1.523668875889060310e-02,6.581695907051773098e+00,3.564478509125382698e+04,3.622464860862204223e+05,3.953499968698629527e+04,-1.032231519273131698e-01
2.420000000000000000e+02,6.723865405795915962e+00,2.552788281429429480e+04,4.696856886741835624e+05,2.699509287428345851e+04,2.153054875386650746e-02,6.680266430308390291e+00,3.504768198467804905e+04,3.502062083503440954e+05,3.894521262319211382e+04,-7.764252250495579100e-02
2.430000000000000000e+02,6.731755660039595135e+00,3.789142090976817417e+04,6.680906706934027607e+05,4.016968414009438129e+04,-1.545838085248003035e-01,nan,nan,nan,nan,nan
2.440000000000000000e+02,6.742537988703968033e+00,3.514372839460126852e+04,5.018225930734087597e+05,3.779026274391994230e+04,5.286431772247113248e-02,6.697783948366148543e+00,4.170890612858067470e+04,4.422614136982498458e+05,4.605198928888313822e+04,-1.623152861774356803e-01
2.450000000000000000e+02,6.745661802741222957e+00,4.519706300190338516e+04,5.057890224104989902e+05,4.963216974284815660e+04,1.548243358283481752e-01,6.703632663387179669e+00,3.115119882271628012e+04,4.383763089410609100e+05,3.353414909759100556e+04,-6.736365943158195702e-02
2.460000000000000000e+02,6.756156105718357452e+00,2.835331353622387178e+04,4.672197340551926754e+05,3.018510186838374648e+04,-2.309838928036822003e-01,nan,nan,nan,nan,nan
2.470000000000000000e+02,6.769635572136283308e+00,3.539236234708539268e+04,5.267506852118737297e+05,3.794166141096241336e+04,-3.618046785705092971e-01,6.726384595811825129e+00,4.008811407582364336e+04,3.669017192187864566e+05,4.500546410307618498e+04,1.190109329948947636e-01
2.480000000000000000e+02,6.763982105660096167e+00,2.781405581051656554e+04,4.124093056414609309e+05,2.982557753620243602e+04,-5.754237779018470111e-02,6.721352475226793466e+00,2.263748931568217085e+04,3.391314292823115829e+05,2.425665435426602926e+04,1.306783304317526428e-01
2.490000000000000000e+02,6.775504682133485446e+00,3.323985992694722518e+04,5.372704569016478490e+05,3.543196551457394526e+04,-2.686441153954549632e-01,6.733865397235254235e+00,2.672451687463191047e+04,4.608689231250564917e+05,2.836959116765532235e+04,1.541993643341270370e-01
2.500000000000000000e+02,6.788958400864996356e+00,3.657072290315585269e+04,3.872909218740040087e+05,4.038406977506092517e+04,2.968765615887229981e-01,6.750609997523364214e+00,4.670613757393162814e+04,3.437980569327730918e+05,5.404885928707306448e+04,1.181917687962337898e-01
