# idx, f0, Ql, Qi, Qc, phi, f0, Ql, Qi, Qc, phi
8.100000000000000000e+01,nan,nan,nan,nan,nan,4.947360829207593902e+00,4.821972444673672726e+04,4.113663737858536188e+05,5.462248715968120086e+04,2.873752361195304819e-02
8.200000000000000000e+01,nan,nan,nan,nan,nan,4.958468573845883576e+00,5.820514523547308636e+04,5.129689745046844473e+05,6.565481188404241402e+04,1.403263767483963476e-01
8.300000000000000000e+01,nan,nan,nan,nan,nan,4.959983474106976153e+00,4.326468000262766873e+04,4.778235341685140156e+05,4.757211159166446305e+04,-6.838403534619084956e-02
8.400000000000000000e+01,5.002496488927598683e+00,3.395151681257836026e+04,4.726102896177977091e+05,3.657931218642498425e+04,4.658125223617229360e-02,4.968508819105895924e+00,3.868225208271761949e+04,4.323896808214272605e+05,4.248283220127048844e+04,1.488268816013468276e-01
8.500000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.600000000000000000e+01,5.020479852871697624e+00,3.606845757058564050e+04,6.537532934704854852e+05,3.817460225135284418e+04,-1.320159426954577442e-01,4.986581519114528405e+00,4.207838523101033934e+04,4.268602478363803239e+05,4.667992879561753216e+04,1.886492525922174035e-01
8.700000000000000000e+01,5.033910668170610059e+00,3.420475726312481129e+04,8.142624329762597336e+05,3.570460202570560068e+04,-3.117230184603972942e-01,5.000135653468116281e+00,2.746808074913084783e+04,4.683332639468624839e+05,2.917947799435711568e+04,1.597588045385516242e-01
8.800000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.900000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+01,5.055188003546419395e+00,5.278370786753204447e+04,5.607752676096783252e+05,5.826828681931459141e+04,-3.924799781098624596e-01,5.021236786253707507e+00,3.374568608978937846e+04,4.166183690656479448e+05,3.671996809084404231e+04,-1.794223662045024703e-01
9.100000000000000000e+01,5.078094159944024355e+00,3.720432843499718001e+04,5.929358595242864685e+05,3.969503118779230135e+04,8.328013449649644684e-02,5.044012584139156097e+00,3.930798998608395777e+04,5.262656379433893599e+05,4.248099298383448331e+04,-1.209763098387725694e-01
9.200000000000000000e+01,5.074609025190598643e+00,4.500049783553938323e+04,6.174601688007704215e+05,4.853794319309956336e+04,1.212878810042157668e-01,5.040477160582806704e+00,4.800627853733488155e+04,4.162966784416385344e+05,5.426384805205208977e+04,7.127679820055171644e-02
9.300000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.400000000000000000e+01,5.102154855360730323e+00,2.968608179010572348e+04,5.254471741971306037e+05,3.146367883341164998e+04,-5.068968280231321566e-02,5.067814536703333594e+00,3.568025886263568100e+04,4.562623961689625285e+05,3.870720832049498131e+04,4.755092601288013129e-03
9.500000000000000000e+01,5.113047617474749451e+00,3.407571815552932821e+04,5.467441140449326485e+05,3.634064140245708404e+04,-1.418807785961531676e-01,5.082793703501299554e+00,3.575179674441392126e+04,4.313041673034249688e+05,3.898320443044925923e+04,-2.082261282321162532e-01
9.600000000000000000e+01,5.122223488226686605e+00,4.709350021210755949e+04,5.644260435331877088e+05,5.138048696919487702e+04,-6.314167407515724161e-03,5.107338192708953173e+00,4.708303379372406926e+04,3.998495285852540983e+05,5.336711151638592128e+04,-7.935611777476982154e-02
9.700000000000000000e+01,nan,nan,nan,nan,nan,5.111936223916184296e+00,4.635279824678129080e+04,4.926357123253925820e+05,5.116719251894996705e+04,1.450716788097172472e-01
9.800000000000000000e+01,5.143001686876530698e+00,4.206952641311506159e+04,5.079610309026357136e+05,4.586836162596791837e+04,-4.218004103186895337e-01,5.122135004384528401e+00,3.328077042960420658e+04,3.616608231235930580e+05,3.665372098278588237e+04,-2.415089272925629860e-01
9.900000000000000000e+01,5.115254472779938055e+00,5.107830042933637014e+04,5.401015862009143457e+05,5.641340992342332902e+04,-1.819476252488629736e-02,5.091325987284277765e+00,4.970112990752192854e+04,3.641934614812625805e+05,5.755570080190053704e+04,-2.204969761396634031e-01
1.000000000000000000e+02,5.116470533312253544e+00,4.330926267891116731e+04,4.960207292495965376e+05,4.745250262818703050e+04,1.502396661894539187e-01,5.099490036728711040e+00,4.500603157677136187e+04,5.000572411510861712e+05,4.945727318578536506e+04,8.532855433597524852e-02
1.010000000000000000e+02,nan,nan,nan,nan,nan,5.131335099881291661e+00,5.340166918016008276e+04,3.895709964322609594e+05,6.188471043361946067e+04,-4.343860987204164505e-03
1.020000000000000000e+02,5.110756134436027054e+00,5.778833768306435377e+04,5.820976345996601740e+05,6.415765440472283808e+04,-4.533618459690075264e-02,5.076382288309560842e+00,5.206683405155835499e+04,3.684859892175088171e+05,6.063444180820860493e+04,-3.558934641078426719e-01
1.030000000000000000e+02,5.178918781842104302e+00,5.471074160577082512e+04,6.453831581775367958e+05,5.977829709520130564e+04,-3.610129529184397668e-01,5.144071043992626713e+00,3.677746483514145075e+04,5.122511421031444333e+05,3.962216893626391538e+04,-4.031784713092657624e-01
1.040000000000000000e+02,nan,nan,nan,nan,nan,5.154332193555877240e+00,5.165422137761466729e+04,4.038764678142496850e+05,5.922943450830380607e+04,-6.272080678753258476e-02
1.050000000000000000e+02,5.202943350606127559e+00,2.524286533090115336e+04,6.205007622307512211e+05,2.631332950018409974e+04,1.093623063784757293e-01,5.167730274117248612e+00,3.692170645712512487e+04,3.772149757510101772e+05,4.092769931891403394e+04,5.326309271484976904e-01
1.060000000000000000e+02,5.204594686798144743e+00,5.410979856169776758e+04,7.300379917459563585e+05,5.844142776419409347e+04,-1.345456294250229612e-01,5.176303500079655784e+00,5.005315452671370440e+04,4.115719259612136520e+05,5.698313569514383562e+04,-3.808907970481082428e-01
1.070000000000000000e+02,5.220624951098726818e+00,5.667304098401281954e+04,5.947213537271755049e+05,6.264245580849303224e+04,-1.613810244825223186e-02,5.185664175252788333e+00,5.865706070385333442e+04,4.446329168634893722e+05,6.757122130614891648e+04,-3.632914726828520569e-01
1.080000000000000000e+02,5.237279796268204279e+00,3.259927592143278162e+04,6.273536862737019546e+05,3.438608535420734552e+04,5.183317093489669264e-02,5.207391474500549400e+00,3.106584440537303817e+04,4.445593663177515846e+05,3.339982701326345705e+04,2.225352278782983806e-01
1.090000000000000000e+02,5.234339638234238201e+00,4.469405125776355271e+04,6.850026892791923601e+05,4.781373151696496643e+04,1.617388898437498168e-01,nan,nan,nan,nan,nan
1.100000000000000000e+02,5.245405785617027306e+00,7.186845125754046603e+04,4.817740129618571373e+05,8.446909581742879527e+04,1.012326724422412116e-01,5.214557393820495435e+00,6.108716591278482520e+04,2.558343573969124409e+05,8.024863268834157498e+04,-1.394863470811819328e-01
1.110000000000000000e+02,5.265036823104236596e+00,3.943822093691266491e+04,7.423306220774246613e+05,4.165103938273024687e+04,-5.054805167040883340e-01,5.235440937802946948e+00,2.989720251432985242e+04,3.748637012904078001e+05,3.248830258159480582e+04,-3.142063812128902955e-01
1.120000000000000000e+02,nan,nan,nan,nan,nan,5.229819839414299842e+00,4.531437815483636950e+04,3.184725273684333661e+05,5.283160900982306339e+04,3.416750161462228652e-01
1.130000000000000000e+02,5.279721056758409858e+00,4.984038394512142986e+04,5.300493780655297451e+05,5.501326471622638928e+04,3.324312075695806112e-01,nan,nan,nan,nan,nan
1.140000000000000000e+02,5.291670092694587879e+00,4.591591423555104848e+04,7.607429505708058132e+05,4.886525872438722581e+04,-1.895749358651039884e-01,5.257053062578861180e+00,3.457398636798117514e+04,4.091392277516995673e+05,3.776531434320239350e+04,-4.882197439094963509e-01
1.150000000000000000e+02,nan,nan,nan,nan,nan,5.271971742239885295e+00,5.434659602074520808e+04,3.789774470429228386e+05,6.344478397713357117e+04,-3.168823341336036714e-01
1.160000000000000000e+02,5.311672427786637840e+00,4.711656691753734776e+04,7.331373323907046579e+05,5.035257811402584048e+04,1.091088165396986685e-02,5.287980360412787739e+00,4.198971263059049670e+04,2.461583150635774946e+05,5.062539875367240165e+04,2.012011045603929738e-01
1.170000000000000000e+02,5.319129404449078002e+00,3.560327560539841943e+04,6.444236805848974036e+05,3.768532348596616066e+04,-5.505031343840059710e-02,5.293662733017871602e+00,3.203878247837944946e+04,3.198253124609708320e+05,3.560560536880106520e+04,1.967436621123022644e-01
1.180000000000000000e+02,5.325226201291153316e+00,4.762017884665132442e+04,6.310400826370945433e+05,5.150705589464723744e+04,4.419915742803550568e-02,5.301442167793449123e+00,4.491234650692596915e+04,1.754328839335124067e+05,6.036676393830338202e+04,-1.072005193012841445e-01
1.190000000000000000e+02,5.300183540273199156e+00,4.540252605511775619e+04,7.672233831430458231e+05,4.825834457566036872e+04,6.560449858634953557e-02,5.264703707050537140e+00,5.826026621664078266e+04,3.333168106661426718e+05,7.060048748433365836e+04,2.589771164114390567e-01
1.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.210000000000000000e+02,nan,nan,nan,nan,nan,5.319864547805212673e+00,4.119523781344186136e+04,4.341803614300135523e+05,4.551358860211397405e+04,6.432900531549982925e-02
