D:\KID metingen\Entropy ADR\LT343chip5_BF_20240530_mapping\S21\Power\KID9_112dBm_.dat
Power at KID:112dBm
resonance Frequency in GHz :5.672779
Q=44318.585940, Qc=48475.195026, Qi=516852.090782  S21min=-21.335608


Temperature in K:0.099942
GHz	dB	Rad
5.671422000	0.955616295	0.095159198
5.671423000	0.891349137	0.093939945
5.671424000	0.917055726	0.097520956
5.671425000	0.912997544	0.097602449
5.671426000	0.942865014	0.092531008
5.671427000	0.953800857	0.097161529
5.671428000	0.923489511	0.093040545
5.671429000	0.937729180	0.095531317
5.671430000	0.918086886	0.092482289
5.671431000	0.912388265	0.096171832
5.671432000	0.869570315	0.098424675
5.671433000	0.901950598	0.099129381
5.671434000	0.943944514	0.096252617
5.671435000	0.928557098	0.099546490
5.671436000	0.912816048	0.091918073
5.671437000	0.924796999	0.095213202
5.671438000	0.908537686	0.091925863
5.671439000	0.879744530	0.096327594
5.671440000	0.918134630	0.090360656
5.671441000	0.927420735	0.092662976
5.671442000	0.922812879	0.091000705
5.671443000	0.906435788	0.095137585
5.671444000	0.917307913	0.088358525
5.671445000	0.949859202	0.089318295
5.671446000	0.906872451	0.093074742
5.671447000	0.950286448	0.095243154
5.671448000	0.960448563	0.096089848
5.671449000	0.942319751	0.093691189
5.671450000	0.911610305	0.090037340
5.671451000	0.957102716	0.088370243
5.671452000	0.921070516	0.091033279
5.671453000	0.951518238	0.094410750
5.671454000	0.924439251	0.091389893
5.671455000	0.915070117	0.092944713
5.671456000	0.937383771	0.091143001
5.671457000	0.933368385	0.094453186
5.671458000	0.954637170	0.089816905
5.671459000	0.899197757	0.096481508
5.671460000	0.929321110	0.090644915
5.671461000	0.916935980	0.089585485
5.671462000	0.952473581	0.087752340
5.671463000	0.926322579	0.092041452
5.671464000	0.902553141	0.088075739
5.671465000	0.944528103	0.095128331
5.671466000	0.949613929	0.091937006
5.671467000	0.902798653	0.090126065
5.671468000	0.957836688	0.093298597
5.671469000	0.914667070	0.091527487
5.671470000	0.940451443	0.093911532
5.671471000	0.911138296	0.087215055
5.671472000	0.871596694	0.091053020
5.671473000	0.905305088	0.086442481
5.671474000	0.905755401	0.091969980
5.671475000	0.908702612	0.090187934
5.671476000	0.899378955	0.086530623
5.671477000	0.949263334	0.088641977
5.671478000	0.962368131	0.085401984
5.671479000	0.938898861	0.086239065
5.671480000	0.941649973	0.089922949
5.671481000	0.883146346	0.090745583
5.671482000	0.950720668	0.086117200
5.671483000	0.927780390	0.093497311
5.671484000	0.912454605	0.092544856
5.671485000	0.884780586	0.087520029
5.671486000	0.916718423	0.086366497
5.671487000	0.896470904	0.088318994
5.671488000	0.921898901	0.085250766
5.671489000	0.899207652	0.085870467
5.671490000	0.916960418	0.084328988
5.671491000	0.929178476	0.088718551
5.671492000	0.913947880	0.087188590
5.671493000	0.931893289	0.083917762
5.671494000	0.905339420	0.087683497
5.671495000	0.935756326	0.086467073
5.671496000	0.930694282	0.083837851
5.671497000	0.927428842	0.087469221
5.671498000	0.943617404	0.091161685
5.671499000	0.907474339	0.088232208
5.671500000	0.887708783	0.090782476
5.671501000	0.923044145	0.088846666
5.671502000	0.898659885	0.083379729
5.671503000	0.901697755	0.083373162
5.671504000	0.921206176	0.086373879
5.671505000	0.901710212	0.084242618
5.671506000	0.892999947	0.087493963
5.671507000	0.895462155	0.086461148
5.671508000	0.915749609	0.085579608
5.671509000	0.900215089	0.086244524
5.671510000	0.887854874	0.079058592
5.671511000	0.915348351	0.085930296
5.671512000	0.936124980	0.088730411
5.671513000	0.932523966	0.084425569
5.671514000	0.920982599	0.087117384
5.671515000	0.919331074	0.087975296
5.671516000	0.919790387	0.083795315
5.671517000	0.878501832	0.088104826
5.671518000	0.913872778	0.084113904
5.671519000	0.882428885	0.086935581
5.671520000	0.906557620	0.082923596
5.671521000	0.908778250	0.086039370
5.671522000	0.927874625	0.078918035
5.671523000	0.905606568	0.086617667
5.671524000	0.896823645	0.087443355
5.671525000	0.920176685	0.082092448
5.671526000	0.903827727	0.082841870
5.671527000	0.907577217	0.085057803
5.671528000	0.894569099	0.085331035
5.671529000	0.938040853	0.082449112
5.671530000	0.868080437	0.084109801
5.671531000	0.880370080	0.083677096
5.671532000	0.919057012	0.082868185
5.671533000	0.893912435	0.079995226
5.671534000	0.911576033	0.079537154
5.671535000	0.907912195	0.088517649
5.671536000	0.916563988	0.080699149
5.671537000	0.911143780	0.079626086
5.671538000	0.911992610	0.080995459
5.671539000	0.909595609	0.086967872
5.671540000	0.903654158	0.084570936
5.671541000	0.877803743	0.084651413
5.671542000	0.927059114	0.079531860
5.671543000	0.903540671	0.085654967
5.671544000	0.868528605	0.082255459
5.671545000	0.885603011	0.081583685
5.671546000	0.893420458	0.080140568
5.671547000	0.911054492	0.081836294
5.671548000	0.894316852	0.081373062
5.671549000	0.870651782	0.079421298
5.671550000	0.910982430	0.079503806
5.671551000	0.946877182	0.082863009
5.671552000	0.884370208	0.084163073
5.671553000	0.890073657	0.079451849
5.671554000	0.939087808	0.083573882
5.671555000	0.904017508	0.083818493
5.671556000	0.897245347	0.082569420
5.671557000	0.900410652	0.082788940
5.671558000	0.912917793	0.080083351
5.671559000	0.932937980	0.080128442
5.671560000	0.941245198	0.079677061
5.671561000	0.930326581	0.077503614
5.671562000	0.910764933	0.078642839
5.671563000	0.900600612	0.083451426
5.671564000	0.880585909	0.080658378
5.671565000	0.909406722	0.077952281
5.671566000	0.905853271	0.076652975
5.671567000	0.906554878	0.081791852
5.671568000	0.924240530	0.078856258
5.671569000	0.920858324	0.081147509
5.671570000	0.905258000	0.084221546
5.671571000	0.869765222	0.077612495
5.671572000	0.914327502	0.083088737
5.671573000	0.933393955	0.083668207
5.671574000	0.882316113	0.077736382
5.671575000	0.906969965	0.077006310
5.671576000	0.943879247	0.080641874
5.671577000	0.906326950	0.081587172
5.671578000	0.945441067	0.077965997
5.671579000	0.897507310	0.074660564
5.671580000	0.905070484	0.076431583
5.671581000	0.897639930	0.078940605
5.671582000	0.880532682	0.079367685
5.671583000	0.926734447	0.079762440
5.671584000	0.925916493	0.074403644
5.671585000	0.852252245	0.072429185
5.671586000	0.864832640	0.076258877
5.671587000	0.915464759	0.077504654
5.671588000	0.879878283	0.075775364
5.671589000	0.910009146	0.076297152
5.671590000	0.956865191	0.072098221
5.671591000	0.907532275	0.075892851
5.671592000	0.917085171	0.079687556
5.671593000	0.871070504	0.077686598
5.671594000	0.904175580	0.080303378
5.671595000	0.904263854	0.071332196
5.671596000	0.895869911	0.074790976
5.671597000	0.902302325	0.077272851
5.671598000	0.919066310	0.077982575
5.671599000	0.915061414	0.073967493
5.671600000	0.893400013	0.078475052
5.671601000	0.902626514	0.075376705
5.671602000	0.896959484	0.071428352
5.671603000	0.892359734	0.075901206
5.671604000	0.878002167	0.072882080
5.671605000	0.892155349	0.074513724
5.671606000	0.919191480	0.067616129
5.671607000	0.937466145	0.073502730
5.671608000	0.867419481	0.072554237
5.671609000	0.900025606	0.078220845
5.671610000	0.881847084	0.076946222
5.671611000	0.954603255	0.076081519
5.671612000	0.896577299	0.074638751
5.671613000	0.929687917	0.071697157
5.671614000	0.909466267	0.073390445
5.671615000	0.903195739	0.069322021
5.671616000	0.898990810	0.071839711
5.671617000	0.875372708	0.071020448
5.671618000	0.928525805	0.072612635
5.671619000	0.872815609	0.068353945
5.671620000	0.900865734	0.073153115
5.671621000	0.908264875	0.074751719
5.671622000	0.920661151	0.076940746
5.671623000	0.910997868	0.073888264
5.671624000	0.919074655	0.067439528
5.671625000	0.919722497	0.066783833
5.671626000	0.910859168	0.073651767
5.671627000	0.887657821	0.065050027
5.671628000	0.904959857	0.069582166
5.671629000	0.887762904	0.066700014
5.671630000	0.930686414	0.065728518
5.671631000	0.911763608	0.069512108
5.671632000	0.915702403	0.065495724
5.671633000	0.916318119	0.068055800
5.671634000	0.866101742	0.071754348
5.671635000	0.901851654	0.066353353
5.671636000	0.873347104	0.072395721
5.671637000	0.926499248	0.073004444
5.671638000	0.868615866	0.066635932
5.671639000	0.870470524	0.067895965
5.671640000	0.922374368	0.066366973
5.671641000	0.904967308	0.070116205
5.671642000	0.905929565	0.067143397
5.671643000	0.916429341	0.072718737
5.671644000	0.887094915	0.072533739
5.671645000	0.888962448	0.068706573
5.671646000	0.950567961	0.067189449
5.671647000	0.899998128	0.073565273
5.671648000	0.930552006	0.066323884
5.671649000	0.929799795	0.066723878
5.671650000	0.950714529	0.064414905
5.671651000	0.932053685	0.063976644
5.671652000	0.904149294	0.062186326
5.671653000	0.896876812	0.065714578
5.671654000	0.907178938	0.065952132
5.671655000	0.922225952	0.071498335
5.671656000	0.908243418	0.067976891
5.671657000	0.913405299	0.066048355
5.671658000	0.889463186	0.066465460
5.671659000	0.896973968	0.069715299
5.671660000	0.902568758	0.059698018
5.671661000	0.916849256	0.065040544
5.671662000	0.884068370	0.062352795
5.671663000	0.878083110	0.066465660
5.671664000	0.927821040	0.062885905
5.671665000	0.886866570	0.070506840
5.671666000	0.927782893	0.062725558
5.671667000	0.870360136	0.060578688
5.671668000	0.875384510	0.064654843
5.671669000	0.910703480	0.067599775
5.671670000	0.904132247	0.064720361
5.671671000	0.930029809	0.061396224
5.671672000	0.896090865	0.064568678
5.671673000	0.919859529	0.062576234
5.671674000	0.844900668	0.062742823
5.671675000	0.889654756	0.067353033
5.671676000	0.888025701	0.063139051
5.671677000	0.906288266	0.066541510
5.671678000	0.908876836	0.062731937
