D:\KID metingen\Entropy ADR\LT343chip5_BF_20240530_mapping\S21\Power\KID233_114dBm_.dat
Power at KID:114dBm
resonance Frequency in GHz :7.032310
Q=41611.301778, Qc=47406.839169, Qi=340375.733565  S21min=-18.254946


Temperature in K:0.099991
GHz	dB	Rad
7.031414000	0.787162781	0.204564577
7.031415000	0.808475077	0.213285098
7.031416000	0.823882282	0.212353175
7.031417000	0.836390972	0.210469221
7.031418000	0.828605533	0.211840017
7.031419000	0.892896414	0.210173644
7.031420000	0.792226136	0.210352109
7.031421000	0.847660601	0.213601865
7.031422000	0.764976978	0.198391120
7.031423000	0.805199683	0.214046779
7.031424000	0.844060004	0.211644807
7.031425000	0.804209769	0.202654492
7.031426000	0.791826487	0.211730594
7.031427000	0.850346625	0.205328438
7.031428000	0.907286525	0.202092714
7.031429000	0.871340692	0.205697636
7.031430000	0.830693364	0.202069179
7.031431000	0.796687424	0.202491123
7.031432000	0.833913863	0.201636165
7.031433000	0.877965569	0.207480356
7.031434000	0.873768270	0.208433501
7.031435000	0.853679061	0.210618775
7.031436000	0.787730336	0.211984910
7.031437000	0.712289035	0.208853066
7.031438000	0.772465289	0.206482619
7.031439000	0.823130846	0.206471717
7.031440000	0.805433989	0.203730558
7.031441000	0.848734260	0.201577010
7.031442000	0.804118812	0.212493657
7.031443000	0.691985607	0.205486031
7.031444000	0.868872643	0.208631024
7.031445000	0.815099657	0.209941599
7.031446000	0.853175640	0.204958941
7.031447000	0.860288501	0.203460647
7.031448000	0.836119652	0.209160228
7.031449000	0.800416470	0.203531554
7.031450000	0.859165668	0.203146427
7.031451000	0.825134456	0.204486963
7.031452000	0.913831949	0.210180518
7.031453000	0.747035027	0.214266173
7.031454000	0.687410593	0.202512245
7.031455000	0.779201865	0.206068498
7.031456000	0.800302088	0.214212261
7.031457000	0.777635515	0.216028837
7.031458000	0.870627642	0.203657455
7.031459000	0.812129021	0.206048108
7.031460000	0.813366413	0.200868825
7.031461000	0.824091911	0.209458435
7.031462000	0.856741965	0.203497016
7.031463000	0.860643506	0.196345729
7.031464000	0.823626578	0.199994343
7.031465000	0.762664258	0.207065236
7.031466000	0.788209200	0.214485152
7.031467000	0.826541305	0.198682220
7.031468000	0.813980162	0.202620636
7.031469000	0.858469427	0.200864265
7.031470000	0.823342741	0.210991184
7.031471000	0.828732371	0.211176091
7.031472000	0.847520113	0.213447135
7.031473000	0.864716589	0.205296397
