Frequency,dB,Rad
2.458218,55.940841675,2.065367712
2.458218,55.969589233,2.091675349
2.458218,55.911769867,2.082795704
2.458218,55.855419159,2.067044039
2.458218,55.811519623,2.064982219
2.458218,55.905231476,2.079255165
2.458218,55.905517578,2.083365488
2.458218,55.755115509,2.072173553
2.458218,55.777778625,2.094182582
2.458218,55.899024963,2.064048115
2.458218,55.83417511,2.070733848
2.458218,56.020812988,2.068123418
2.458218,55.980659485,2.086110807
2.458218,55.951114655,2.081320313
2.458218,55.873474121,2.069012647
2.458218,55.971927643,2.103795262
2.458218,55.907474518,2.075302634
2.458218,55.921543121,2.083312757
2.458218,55.84570694,2.078935186
2.458218,55.948272705,2.083147774
2.458218,55.883277893,2.074872534
2.458218,55.878818512,2.077282162
2.458218,55.717182159,2.06968696
2.458218,55.855342865,2.071495379
2.458218,55.793640137,2.067162017
2.458218,55.76953125,2.083791993
2.458218,55.731422424,2.067779337
2.458218,55.724689484,2.057771045
2.458218,56.034408569,2.093888303
2.458218,56.040130615,2.073906472
2.458218,55.853092194,2.085067248
2.458218,55.821392059,2.068139397
2.458218,55.867816925,2.056635207
2.458218,55.791671753,2.082044427
2.458218,55.813220978,2.084862317
2.458218,55.818183899,2.072340933
2.458218,55.892757416,2.077833703
2.458218,56.009128571,2.076664042
2.458218,55.927108765,2.064739073
2.458218,55.949630737,2.083650579
2.458218,55.891056061,2.069587757
2.458218,55.937892914,2.071997385
2.458218,55.795089722,2.07646324
2.458218,55.865707397,2.064924029
2.458218,55.74124527,2.057397137
2.458218,55.864315033,2.076632084
2.458218,55.849105835,2.087677678
2.458218,55.756656647,2.063367411
2.458218,55.85748291,2.073442283
2.458218,55.716716766,2.077086286
2.458218,55.834522247,2.075846452
2.458218,55.888374329,2.067391714
2.458218,55.890693665,2.079995124
2.458218,55.752960205,2.071834133
2.458218,55.875354767,2.07788084
2.458218,55.771015167,2.080929361
2.458218,55.772937775,2.078545565
2.458218,55.933757782,2.063575804
2.458218,55.863430023,2.079948252
2.458218,55.802627563,2.066031505
2.458218,55.953929901,2.069905339
2.458218,55.781188965,2.075388521
2.458218,55.83757782,2.078561811
2.458218,55.878734589,2.091700782
2.458218,55.82591629,2.079275405
2.458218,55.896362305,2.06803034
2.458218,55.779102325,2.076761248
2.458218,55.859420776,2.070055807
2.458218,55.854465485,2.08329518
2.458218,55.84380722,2.072186736
2.458218,55.874824524,2.063159951
2.458218,55.836364746,2.093370717
2.458218,55.935840607,2.068731817
2.458218,56.004257202,2.090723535
2.458218,55.791217804,2.071424006
2.458218,55.777793884,2.084445
2.458218,55.812721252,2.084220629
2.458218,55.83814621,2.077222907
2.458218,55.709728241,2.077008922
2.458218,55.881958008,2.064879954
2.458218,56.079242706,2.069075098
2.458218,55.668624878,2.067611425
2.458218,55.837791443,2.081434962
2.458218,55.92898941,2.100961526
2.458218,55.992259979,2.095707908
2.458218,55.868793488,2.085043945
2.458218,55.583343506,2.064865573
2.458218,55.784065247,2.072154511
2.458218,55.91583252,2.070361405
2.458218,55.82723999,2.081399675
2.458218,55.598815918,2.083551243
2.458218,55.810565948,2.074595698
2.458218,55.845661163,2.07737444
2.458218,55.670230865,2.093345417
2.458218,55.820968628,2.067536324
2.458218,55.890827179,2.089223643
2.458218,55.780948639,2.077756205
2.458218,55.871536255,2.086833456
2.458218,55.830089569,2.083138453
2.458218,55.931697845,2.068643799
2.458218,55.872989655,2.078495232
2.458218,55.711711884,2.067072668
2.458218,55.688907623,2.079735333
2.458218,55.74161911,2.091621154
2.458218,55.926383972,2.066441498
2.458218,55.82559967,2.067724476
2.458218,55.943786621,2.103454377
2.458218,56.024600983,2.056248249
2.458218,55.788780212,2.066900228
2.458218,55.876655579,2.076228349
2.458218,55.832893372,2.074967609
2.458218,55.968772888,2.069421043
2.458218,55.843086243,2.072502587
2.458218,55.829334259,2.063497107
2.458218,55.92370224,2.070647295
2.458218,55.799175262,2.072268228
2.458218,55.921611786,2.080331614
