Frequency,dB,Rad
2.458218,55.777576447,2.221611511
2.458218,55.770397186,2.230006461
2.458218,55.913963318,2.234257132
2.458218,55.770019531,2.222953878
2.458218,55.792255402,2.225561112
2.458218,55.810424805,2.227241301
2.458218,55.832801819,2.218532764
2.458218,55.804367065,2.22043972
2.458218,55.893138885,2.220221741
2.458218,55.802558899,2.223435244
2.458218,55.795753479,2.210681898
2.458218,55.773353577,2.230881176
2.458218,55.808567047,2.224837265
2.458218,55.788547516,2.222454801
2.458218,55.889438629,2.24268364
2.458218,55.813941956,2.229917112
2.458218,55.842243195,2.225704923
2.458218,55.884300232,2.227236108
2.458218,55.736141205,2.223666406
2.458218,55.724975586,2.212793918
2.458218,55.754917145,2.226396413
2.458218,55.700351715,2.227393234
2.458218,55.787120819,2.232825816
2.458218,55.74149704,2.229585149
2.458218,55.786018372,2.228505104
2.458218,55.787227631,2.220048236
2.458218,55.808364868,2.226806007
2.458218,55.754909515,2.234642758
2.458218,55.870330811,2.221734549
2.458218,55.918582916,2.217535943
2.458218,55.821495056,2.22410463
2.458218,55.751178741,2.232787201
2.458218,55.842868805,2.233796139
2.458218,55.773681641,2.229557985
2.458218,55.822006226,2.227512677
2.458218,55.717559814,2.226985904
2.458218,55.864513397,2.23235497
2.458218,55.736225128,2.220997386
2.458218,55.775859833,2.229884355
2.458218,55.836509705,2.229068096
2.458218,55.794090271,2.224546981
2.458218,55.909858704,2.223668537
2.458218,55.725952148,2.219883253
2.458218,55.793369293,2.220140781
2.458218,55.761318207,2.227595634
2.458218,55.829944611,2.231796105
2.458218,55.85509491,2.226151003
2.458218,55.770942688,2.229480353
2.458218,55.850540161,2.23873577
2.458218,55.72208786,2.239382652
2.458218,55.79076004,2.219141296
2.458218,55.770195007,2.233854329
2.458218,55.802867889,2.222546414
2.458218,55.905742645,2.226390421
2.458218,55.930229187,2.221576757
2.458218,55.733665466,2.217229147
2.458218,55.769165039,2.237995944
2.458218,55.772457123,2.224540989
2.458218,55.742591858,2.211015725
2.458218,55.829151154,2.225513974
2.458218,55.770786285,2.229633086
2.458218,55.774913788,2.228406167
2.458218,55.864894867,2.217624626
2.458218,55.738513947,2.226283095
2.458218,55.807796478,2.222030693
2.458218,55.7940979,2.227721735
2.458218,55.780517578,2.229045592
2.458218,55.829051971,2.226433963
2.458218,55.780155182,2.232503973
2.458218,55.83405304,2.226250205
2.458218,55.773002625,2.236704311
2.458218,55.851543427,2.214146404
2.458218,55.790500641,2.226329168
2.458218,55.898612976,2.231408349
2.458218,55.844345093,2.219233575
2.458218,55.927406311,2.212367147
2.458218,55.771118164,2.223409678
2.458218,55.709495544,2.228325873
2.458218,55.762180328,2.22370702
2.458218,55.723201752,2.229873436
2.458218,55.833854675,2.235744241
2.458218,55.894111633,2.223454286
2.458218,55.831356049,2.223319796
2.458218,55.869888306,2.230022706
2.458218,55.810382843,2.236208963
2.458218,55.797016144,2.22831056
2.458218,55.897449493,2.215532979
2.458218,55.825908661,2.234190021
2.458218,55.832546234,2.227042229
2.458218,55.896766663,2.237699002
2.458218,55.778114319,2.23200037
2.458218,55.835697174,2.239337378
2.458218,55.858863831,2.220117079
2.458218,55.80575943,2.233173625
2.458218,55.703113556,2.226351805
2.458218,55.818576813,2.221691939
2.458218,55.768642426,2.221255979
2.458218,55.837219238,2.219905357
2.458218,55.834587097,2.227059407
2.458218,55.726741791,2.243334251
2.458218,55.787109375,2.228973687
2.458218,55.625816345,2.237048658
2.458218,55.839942932,2.236587931
2.458218,55.708202362,2.238295816
2.458218,55.724033356,2.223913015
