Frequency,dB,Rad
2.458218,55.798587799,2.23163778
2.458218,55.879020691,2.226767524
2.458218,55.780719757,2.233201588
2.458218,55.749103546,2.226123572
2.458218,55.833869934,2.230499811
2.458218,55.743461609,2.227121858
2.458218,55.904705048,2.231812484
2.458218,55.804759979,2.234871257
2.458218,55.80739975,2.227711482
2.458218,55.879356384,2.232589328
2.458218,55.802139282,2.231709552
2.458218,55.826717377,2.229536147
2.458218,55.763957977,2.226236623
2.458218,55.853870392,2.244915636
2.458218,55.746047974,2.226162454
2.458218,55.859577179,2.225228617
2.458218,55.77841568,2.2357501
2.458218,55.844306946,2.235778596
2.458218,55.813262939,2.223582517
2.458218,55.796459198,2.231147359
2.458218,55.830440521,2.224530735
2.458218,55.760894775,2.246913539
2.458218,55.829414368,2.240415959
2.458218,55.695163727,2.224482266
2.458218,55.818885803,2.219779523
2.458218,55.795562744,2.23464116
2.458218,55.833175659,2.228448645
2.458218,55.758327484,2.225170693
2.458218,55.82926178,2.23718368
2.458218,55.710083008,2.235709354
2.458218,55.784919739,2.23335006
2.458218,55.748119354,2.231690244
2.458218,55.830554962,2.227234377
2.458218,55.733356476,2.241434618
2.458218,55.74041748,2.238225509
2.458218,55.775276184,2.234149541
2.458218,55.761581421,2.232661233
2.458218,55.838237762,2.223919939
2.458218,55.82995224,2.241824505
2.458218,55.777336121,2.231970809
2.458218,55.753555298,2.227357947
2.458218,55.819900513,2.227117064
2.458218,55.816776276,2.222790493
2.458218,55.783943176,2.232953115
2.458218,55.74609375,2.232447381
2.458218,55.762905121,2.230821655
2.458218,55.77948761,2.229472364
2.458218,55.78440094,2.230338823
2.458218,55.806812286,2.230940431
2.458218,55.825592041,2.229767575
2.458218,55.83441925,2.236118149
2.458218,55.829978943,2.231295564
2.458218,55.746265411,2.224013416
2.458218,55.788818359,2.231054282
2.458218,55.769824982,2.235117866
2.458218,55.950611115,2.22981498
2.458218,55.810222626,2.233762983
2.458218,55.773563385,2.22816635
2.458218,55.763542175,2.227763147
2.458218,55.907722473,2.223549627
2.458218,55.749855042,2.233310911
2.458218,55.774738312,2.244251443
2.458218,55.794315338,2.232284396
2.458218,55.816814423,2.237136276
2.458218,55.85005188,2.232282132
2.458218,55.732242584,2.230206464
2.458218,55.803512573,2.230088087
2.458218,55.774398804,2.226897487
2.458218,55.86138916,2.22544127
2.458218,55.827178955,2.23403316
2.458218,55.797386169,2.230289422
2.458218,55.764980316,2.232733804
2.458218,55.862995148,2.231758421
2.458218,55.797145844,2.227230515
2.458218,55.87241745,2.22845983
2.458218,55.799526215,2.229981427
2.458218,55.808193207,2.235282982
2.458218,55.817008972,2.237131482
2.458218,55.74968338,2.226320113
2.458218,55.867897034,2.233582021
2.458218,55.762451172,2.227766476
2.458218,55.835639954,2.233844742
2.458218,55.850048065,2.23408669
2.458218,55.819217682,2.224894523
2.458218,55.764091492,2.23983033
2.458218,55.762928009,2.231651096
2.458218,55.77564621,2.228902181
2.458218,55.861141205,2.234977784
2.458218,55.791404724,2.231144163
2.458218,55.659835815,2.231719806
2.458218,55.779384613,2.243006149
2.458218,55.811870575,2.227355018
2.458218,55.879920959,2.233852465
2.458218,55.792289734,2.226421846
2.458218,55.902618408,2.231459615
2.458218,55.759750366,2.230049205
2.458218,55.823818207,2.233576029
2.458218,55.750675201,2.2328386
2.458218,55.86006546,2.230539626
2.458218,55.779941559,2.235282982
2.458218,55.87191391,2.231667741
2.458218,55.801715851,2.220633599
2.458218,55.720649719,2.230266119
2.458218,55.742340088,2.230925118
2.458218,55.767436981,2.230309529
2.458218,55.848602295,2.220369413
2.458218,55.753993988,2.238087557
2.458218,55.806331635,2.219426654
2.458218,55.741466522,2.237716579
2.458218,55.851600647,2.235272063
2.458218,55.802650452,2.232076003
2.458218,55.802570343,2.230246545
2.458218,55.839412689,2.23414528
2.458218,55.879203796,2.232714629
2.458218,55.900291443,2.231494902
2.458218,55.781093597,2.230092614
2.458218,55.843318939,2.221813912
2.458218,55.815345764,2.224562161
2.458218,55.832588196,2.233711051
2.458218,55.911067963,2.22790243
2.458218,55.801879883,2.237443338
2.458218,55.774185181,2.221343331
2.458218,55.821208954,2.222075434
2.458218,55.805168152,2.226747817
2.458218,55.792114258,2.234986572
2.458218,55.777168274,2.233382018
2.458218,55.807117462,2.228344915
2.458218,55.806419373,2.230572915
2.458218,55.697433472,2.227673798
2.458218,55.78692627,2.226664993
2.458218,55.833465576,2.230461329
2.458218,55.819007874,2.235629193
2.458218,55.667610168,2.232577876
2.458218,55.726371765,2.234389225
2.458218,55.791339874,2.228476608
2.458218,55.758399963,2.232758572
2.458218,55.795993805,2.226192681
2.458218,55.78408432,2.231588645
2.458218,55.772388458,2.227797502
2.458218,55.821937561,2.228123739
2.458218,55.756286621,2.23240051
2.458218,55.904693604,2.231226988
2.458218,55.823192596,2.229428555
2.458218,55.750015259,2.223964414
2.458218,55.845638275,2.235214539
2.458218,55.772079468,2.232593589
2.458218,55.854373932,2.238369852
2.458218,55.741882324,2.225386409
2.458218,55.796863556,2.231760552
2.458218,55.787548065,2.239434584
2.458218,55.832767487,2.23848783
2.458218,55.786407471,2.234477908
2.458218,55.853420258,2.231889449
2.458218,55.840724945,2.243027454
2.458218,55.772102356,2.232998656
2.458218,55.844936371,2.238015119
2.458218,55.810733795,2.233052318
2.458218,55.776432037,2.232127402
2.458218,55.813926697,2.220185522
2.458218,55.762565613,2.233528625
2.458218,55.777816772,2.230678776
2.458218,55.773361206,2.231116733
2.458218,55.775531769,2.22907289
2.458218,55.736354828,2.22682172
2.458218,55.696392059,2.229241335
2.458218,55.753433228,2.247465612
2.458218,55.809993744,2.227076052
2.458218,55.727012634,2.231360279
2.458218,55.773376465,2.224438723
2.458218,55.849342346,2.238513663
2.458218,55.779354095,2.228546649
2.458218,55.748081207,2.235347963
2.458218,55.739860535,2.234097609
2.458218,55.871055603,2.22825956
2.458218,55.856750488,2.232231931
2.458218,55.813625336,2.228356899
2.458218,55.766628265,2.228446248
2.458218,55.760719299,2.230892228
2.458218,55.867965698,2.226865795
2.458218,55.861110687,2.230021508
2.458218,55.806587219,2.234837701
2.458218,55.841659546,2.227610149
2.458218,55.763511658,2.233387743
2.458218,55.830013275,2.234427042
2.458218,55.791698456,2.230050137
2.458218,55.767360687,2.22804997
2.458218,55.667003632,2.234578576
2.458218,55.804748535,2.220486858
2.458218,55.824832916,2.227310942
2.458218,55.885593414,2.232437661
2.458218,55.816642761,2.221369297
2.458218,55.767784119,2.229530554
2.458218,55.853473663,2.231234844
2.458218,55.768276215,2.230647617
2.458218,55.824230194,2.224322876
2.458218,55.76058197,2.242171781
2.458218,55.759403229,2.224609698
2.458218,55.816749573,2.227228384
2.458218,55.820552826,2.231159743
2.458218,55.770256042,2.23265817
2.458218,55.822685242,2.229813382
2.458218,55.908351898,2.230071309
2.458218,55.862213135,2.240160561
2.458218,55.818267822,2.223165732
2.458218,55.832180023,2.228420548
2.458218,55.847358704,2.239046561
2.458218,55.768440247,2.230263456
2.458218,55.739402771,2.241319569
2.458218,55.784976959,2.228455303
2.458218,55.820682526,2.231674399
2.458218,55.777137756,2.239441774
2.458218,55.845504761,2.223523927
2.458218,55.848453522,2.231034841
2.458218,55.709194183,2.222211388
2.458218,55.86000061,2.232566158
2.458218,55.811096191,2.231377323
2.458218,55.826229095,2.226191349
2.458218,55.772891998,2.229218964
2.458218,55.77923584,2.229144129
2.458218,55.846134186,2.22935412
2.458218,55.846618652,2.237018298
2.458218,55.822475433,2.223690242
2.458218,55.791873932,2.231949636
2.458218,55.750457764,2.230584899
2.458218,55.75453186,2.242032764
2.458218,55.860591888,2.236121079
2.458218,55.846557617,2.227437576
2.458218,55.855716705,2.238235629
2.458218,55.842750549,2.229918976
2.458218,55.760215759,2.239869212
2.458218,55.848567963,2.228702045
2.458218,55.852806091,2.227179515
2.458218,55.798171997,2.232440057
2.458218,55.818351746,2.234050737
2.458218,55.793437958,2.233321697
2.458218,55.874000549,2.231694772
2.458218,55.817726135,2.228600578
2.458218,55.793365479,2.224678807
2.458218,55.747676849,2.237758923
2.458218,55.724998474,2.22667964
2.458218,55.792499542,2.22964214
2.458218,55.760910034,2.231167333
2.458218,55.820571899,2.234113588
2.458218,55.901454926,2.233111174
2.458218,55.834014893,2.231032177
2.458218,55.87039566,2.23289133
2.458218,55.827819824,2.234914933
2.458218,55.731685638,2.235474996
2.458218,55.805641174,2.224090648
2.458218,55.78332901,2.236223078
2.458218,55.785427094,2.230607536
2.458218,55.813983917,2.223099952
2.458218,55.805923462,2.229534682
2.458218,55.866188049,2.228404969
2.458218,55.79094696,2.241680428
2.458218,55.902633667,2.227614143
2.458218,55.857307434,2.242158998
2.458218,55.886608124,2.226239686
2.458218,55.780033112,2.2312427
2.458218,55.872810364,2.229008974
2.458218,55.814308167,2.236917364
2.458218,55.722698212,2.231733787
2.458218,55.766456604,2.221557582
2.458218,55.795413971,2.23462891
2.458218,55.767261505,2.236216686
2.458218,55.810760498,2.228994859
2.458218,55.799549103,2.236274211
2.458218,55.831565857,2.230735102
2.458218,55.783874512,2.231010473
2.458218,55.810207367,2.22781135
2.458218,55.791000366,2.230577443
2.458218,55.86787796,2.226105063
2.458218,55.839691162,2.220722415
2.458218,55.761253357,2.227985388
2.458218,55.720920563,2.23112632
2.458218,55.694461823,2.23536048
2.458218,55.79201889,2.231298227
2.458218,55.855194092,2.223057475
2.458218,55.861442566,2.233711717
2.458218,55.756874084,2.226771652
2.458218,55.809394836,2.235776998
2.458218,55.824375153,2.230773718
2.458218,55.86447525,2.226625178
2.458218,55.850997925,2.235468338
2.458218,55.795467377,2.222177966
2.458218,55.810668945,2.229591674
2.458218,55.853527069,2.223989448
2.458218,55.834377289,2.227578191
2.458218,55.818058014,2.227895773
2.458218,55.801380157,2.235035308
2.458218,55.732707977,2.215796499
2.458218,55.767051697,2.234824918
2.458218,55.807659149,2.232221678
2.458218,55.874572754,2.217518899
2.458218,55.826114655,2.232234728
2.458218,55.745853424,2.229384879
2.458218,55.74356842,2.229802596
2.458218,55.854637146,2.224374142
2.458218,55.833961487,2.231970143
2.458218,55.813236237,2.226216516
2.458218,55.813438416,2.230432567
2.458218,55.811992645,2.234688298
2.458218,55.806102753,2.233202254
2.458218,55.880672455,2.229754925
2.458218,55.919574738,2.230790895
2.458218,55.815013885,2.234554607
2.458218,55.780532837,2.233056846
2.458218,55.742893219,2.224755506
2.458218,55.77135849,2.223758019
2.458218,55.826896667,2.235971409
2.458218,55.761890411,2.237569838
2.458218,55.822467804,2.232914899
2.458218,55.822551727,2.232083327
2.458218,55.80582428,2.228281265
2.458218,55.823295593,2.235492573
2.458218,55.71736145,2.233462179
2.458218,55.828296661,2.234003999
2.458218,55.758403778,2.232758039
2.458218,55.787563324,2.231811818
2.458218,55.876663208,2.224871886
2.458218,55.847885132,2.234454739
2.458218,55.829387665,2.229576627
2.458218,55.86567688,2.224872552
2.458218,55.768127441,2.241590413
2.458218,55.815601349,2.220209357
2.458218,55.82151413,2.231613412
2.458218,55.828224182,2.223265468
2.458218,55.811668396,2.232552576
2.458218,55.756088257,2.242882845
2.458218,55.796440125,2.223668537
2.458218,55.788017273,2.218774845
2.458218,55.79630661,2.235666743
2.458218,55.850891113,2.229347462
2.458218,55.795139313,2.241417574
2.458218,55.828556061,2.234868328
2.458218,55.836200714,2.22758152
2.458218,55.840381622,2.235161542
2.458218,55.796661377,2.235838784
2.458218,55.807701111,2.228434796
2.458218,55.801105499,2.226620917
2.458218,55.803756714,2.229970908
2.458218,55.791088104,2.222091679
2.458218,55.766147614,2.231205283
2.458218,55.855197906,2.231185043
2.458218,55.795764923,2.237504857
2.458218,55.851364136,2.229644804
2.458218,55.851215363,2.224592254
2.458218,55.841480255,2.23557806
2.458218,55.860439301,2.229013235
2.458218,55.85741806,2.225197325
2.458218,55.902275085,2.233487612
2.458218,55.84280777,2.228930943
2.458218,55.776851654,2.228433198
2.458218,55.867031097,2.232038053
2.458218,55.77678299,2.22526883
2.458218,55.854301453,2.227324791
2.458218,55.834129333,2.233711983
2.458218,55.834659576,2.226450475
2.458218,55.694149017,2.234130366
2.458218,55.84526062,2.22980193
2.458218,55.766399384,2.233718242
2.458218,55.76234436,2.221283943
2.458218,55.776737213,2.234637165
2.458218,55.807647705,2.227773267
2.458218,55.729183197,2.237834024
2.458218,55.808162689,2.23712003
2.458218,55.880672455,2.227108808
2.458218,55.85018158,2.224530735
2.458218,55.853988647,2.237496601
2.458218,55.801387787,2.231530721
2.458218,55.808914185,2.23312196
2.458218,55.76335907,2.232847521
2.458218,55.82705307,2.232194514
2.458218,55.826900482,2.237469437
2.458218,55.868507385,2.232459099
2.458218,55.844989777,2.230454671
2.458218,55.788536072,2.23438017
2.458218,55.795116425,2.228828678
2.458218,55.780815125,2.240832477
2.458218,55.819683075,2.233123558
2.458218,55.754127502,2.22422101
2.458218,55.760032654,2.227432782
2.458218,55.912261963,2.2284573
2.458218,55.838531494,2.23646942
2.458218,55.869636536,2.229913783
2.458218,55.844390869,2.235140503
2.458218,55.809635162,2.238092084
2.458218,55.750514984,2.243368073
2.458218,55.79309845,2.228774616
2.458218,55.796413422,2.231955096
2.458218,55.877216339,2.230537229
2.458218,55.806270599,2.226711332
2.458218,55.778175354,2.232494386
2.458218,55.784805298,2.216701308
2.458218,55.827449799,2.236896059
2.458218,55.739570618,2.230821122
2.458218,55.836708069,2.225245261
2.458218,55.759395599,2.232952849
2.458218,55.769329071,2.239516875
2.458218,55.810623169,2.236130932
2.458218,55.772686005,2.223087302
2.458218,55.787063599,2.233380153
2.458218,55.848190308,2.222672781
2.458218,55.749919891,2.237790614
2.458218,55.820755005,2.23392224
2.458218,55.796195984,2.237302191
2.458218,55.807266235,2.234545819
2.458218,55.818840027,2.23125029
2.458218,55.790733337,2.234888568
2.458218,55.827220917,2.2167073
2.458218,55.875400543,2.227300423
2.458218,55.74659729,2.232595187
2.458218,55.865310669,2.218678972
2.458218,55.842384338,2.227736915
2.458218,55.815162659,2.230904612
2.458218,55.84651947,2.229337741
2.458218,55.77230835,2.234196146
2.458218,55.816127777,2.243559021
2.458218,55.865066528,2.231700231
2.458218,55.793876648,2.22859432
2.458218,55.826747894,2.236744258
2.458218,55.779098511,2.230252537
2.458218,55.803310394,2.234376442
2.458218,55.753265381,2.240947792
2.458218,55.806152344,2.235847306
2.458218,55.874080658,2.230420183
2.458218,55.797225952,2.237645206
2.458218,55.717838287,2.229611914
2.458218,55.842433929,2.22119193
2.458218,55.77312088,2.225221693
2.458218,55.830554962,2.232322479
2.458218,55.779842377,2.234484566
2.458218,55.785694122,2.232291986
2.458218,55.763187408,2.238517657
2.458218,55.79567337,2.22925758
2.458218,55.756351471,2.221624161
2.458218,55.853263855,2.228764762
2.458218,55.763778687,2.237297663
2.458218,55.687469482,2.226727311
2.458218,55.823863983,2.224487326
2.458218,55.779705048,2.230389823
2.458218,55.746658325,2.231215936
2.458218,55.875919342,2.232506104
2.458218,55.859382629,2.223746568
2.458218,55.831356049,2.233534084
2.458218,55.78780365,2.230709535
2.458218,55.797592163,2.228730008
2.458218,55.789905548,2.232447115
2.458218,55.810317993,2.236722953
2.458218,55.804927826,2.233218899
2.458218,55.793903351,2.229636415
2.458218,55.773227692,2.237554658
2.458218,55.789180756,2.22326347
2.458218,55.786087036,2.239560019
2.458218,55.835067749,2.230777047
2.458218,55.850692749,2.225520366
2.458218,55.827705383,2.231699432
2.458218,55.813282013,2.231211408
2.458218,55.816940308,2.227151419
2.458218,55.896621704,2.229177019
2.458218,55.778411865,2.236738133
2.458218,55.805652618,2.2401816
2.458218,55.78345108,2.234396682
2.458218,55.785453796,2.225488009
2.458218,55.780479431,2.223991445
2.458218,55.855407715,2.229564509
2.458218,55.862869263,2.233874836
2.458218,55.862670898,2.227998704
2.458218,55.758792877,2.231205682
2.458218,55.795555115,2.238178637
2.458218,55.798629761,2.221104712
2.458218,55.809303284,2.220349306
2.458218,55.853233337,2.235207881
2.458218,55.781311035,2.228907907
2.458218,55.78836441,2.224381465
2.458218,55.797344208,2.233394934
2.458218,55.817092896,2.217359375
2.458218,55.778800964,2.237276358
2.458218,55.777446747,2.22932083
2.458218,55.83650589,2.233305452
2.458218,55.832527161,2.240867631
2.458218,55.741008759,2.231472931
2.458218,55.782283783,2.235339974
2.458218,55.74753952,2.235329587
2.458218,55.915699005,2.22151111
2.458218,55.775096893,2.231863483
2.458218,55.798854828,2.22793825
2.458218,55.857215881,2.226753942
2.458218,55.775947571,2.233998273
2.458218,55.840053558,2.232795323
2.458218,55.8514328,2.231983991
2.458218,55.692710876,2.230450144
2.458218,55.847450256,2.225452455
2.458218,55.767345428,2.243548369
2.458218,55.744247437,2.246556143
2.458218,55.814785004,2.23402597
2.458218,55.77123642,2.226272576
2.458218,55.745136261,2.238367189
2.458218,55.73972702,2.223641639
2.458218,55.808319092,2.230416987
2.458218,55.774894714,2.229365438
2.458218,55.738368988,2.227009606
2.458218,55.813694,2.236815099
2.458218,55.822124481,2.23201009
2.458218,55.763408661,2.233063504
2.458218,55.85175705,2.23811046
2.458218,55.82686615,2.232403839
2.458218,55.796768188,2.231773601
2.458218,55.753376007,2.22512755
2.458218,55.811500549,2.224080794
2.458218,55.811618805,2.238203937
2.458218,55.750247955,2.23887532
2.458218,55.855373383,2.233647668
2.458218,55.897052765,2.230789031
2.458218,55.805343628,2.226544351
2.458218,55.77678299,2.232229801
2.458218,55.83026886,2.226574712
2.458218,55.920070648,2.224109024
2.458218,55.737266541,2.232573082
2.458218,55.77305603,2.226220911
2.458218,55.821662903,2.232510099
2.458218,55.870510101,2.226953014
2.458218,55.881622314,2.239366141
2.458218,55.778186798,2.225066031
2.458218,55.834514618,2.218076032
2.458218,55.789638519,2.235275525
2.458218,55.839069366,2.229743074
2.458218,55.827266693,2.229770638
2.458218,55.747432709,2.217988813
2.458218,55.811431885,2.23343062
2.458218,55.843139648,2.236607638
2.458218,55.748313904,2.230262524
2.458218,55.795703888,2.233717709
2.458218,55.875843048,2.226802145
2.458218,55.815551758,2.230711932
2.458218,55.842971802,2.233343135
2.458218,55.891845703,2.22877142
2.458218,55.86497879,2.231108876
2.458218,55.764900208,2.231507818
2.458218,55.855564117,2.230229634
2.458218,55.858478546,2.233901334
2.458218,55.790454865,2.232988136
2.458218,55.828353882,2.235998573
2.458218,55.831489563,2.229253585
2.458218,55.843917847,2.23382064
2.458218,55.802711487,2.235100023
2.458218,55.799438477,2.233294799
2.458218,55.788574219,2.228923886
2.458218,55.817260742,2.231538577
2.458218,55.692733765,2.228733603
2.458218,55.773662567,2.231804894
2.458218,55.881587982,2.232838866
2.458218,55.758693695,2.238450812
2.458218,55.753898621,2.233796405
2.458218,55.830730438,2.225541804
2.458218,55.766819,2.22579627
2.458218,55.838565826,2.21838163
2.458218,55.832519531,2.221515504
2.458218,55.764705658,2.24163835
2.458218,55.832901001,2.229228818
2.458218,55.844585419,2.231029781
2.458218,55.757858276,2.22841722
2.458218,55.794021606,2.242224778
2.458218,55.811813354,2.22908261
2.458218,55.798900604,2.226966463
2.458218,55.779941559,2.233654459
2.458218,55.806613922,2.223330582
2.458218,55.788066864,2.235673401
2.458218,55.826583862,2.23016958
2.458218,55.83323288,2.23362037
2.458218,55.850997925,2.22551211
2.458218,55.839794159,2.232666693
2.458218,55.792888641,2.226376306
2.458218,55.74930191,2.238111525
2.458218,55.819244385,2.2279256
2.458218,55.778705597,2.21863969
2.458218,55.833274841,2.224650444
2.458218,55.935310364,2.231617673
2.458218,55.795082092,2.225957391
2.458218,55.847251892,2.22624448
2.458218,55.874340057,2.232378006
2.458218,55.76581955,2.23324593
2.458218,55.813991547,2.238012722
2.458218,55.841053009,2.231332848
2.458218,55.762260437,2.22666486
2.458218,55.833473206,2.228230266
2.458218,55.771450043,2.228275273
2.458218,55.78924942,2.23581375
2.458218,55.893135071,2.235445967
2.458218,55.758968353,2.234384431
2.458218,55.780620575,2.226951149
2.458218,55.773582458,2.239057214
2.458218,55.828269958,2.23340066
2.458218,55.82194519,2.236683538
2.458218,55.887634277,2.226191749
2.458218,55.85333252,2.225581885
2.458218,55.79901886,2.237024689
2.458218,55.800895691,2.236712833
2.458218,55.840488434,2.227859287
2.458218,55.781524658,2.224555236
2.458218,55.774158478,2.227314937
2.458218,55.81136322,2.23327163
2.458218,55.766490936,2.230055863
2.458218,55.884471893,2.23086067
2.458218,55.851013184,2.227068861
2.458218,55.784603119,2.230652144
2.458218,55.76625061,2.22767979
2.458218,55.811969757,2.224657502
2.458218,55.702037811,2.23571974
2.458218,55.779537201,2.235245698
2.458218,55.760513306,2.234847555
2.458218,55.78401947,2.233410114
2.458218,55.832244873,2.224585863
2.458218,55.910564423,2.227673265
2.458218,55.857345581,2.224309693
2.458218,55.883758545,2.237520304
2.458218,55.849006653,2.232799851
2.458218,55.809638977,2.232655108
2.458218,55.822551727,2.23008063
2.458218,55.891918182,2.229789014
2.458218,55.866657257,2.22613529
2.458218,55.742332458,2.23681936
2.458218,55.910175323,2.237011107
2.458218,55.866485596,2.230330967
2.458218,55.783683777,2.230698616
2.458218,55.779510498,2.235016932
2.458218,55.770210266,2.229744672
2.458218,55.840545654,2.240930748
2.458218,55.881984711,2.224706371
2.458218,55.803653717,2.229144662
2.458218,55.818878174,2.227495499
2.458218,55.841812134,2.218521179
2.458218,55.83776474,2.23604145
2.458218,55.828773499,2.226014649
2.458218,55.860145569,2.22234681
2.458218,55.762718201,2.229203784
2.458218,55.882427216,2.219016527
2.458218,55.768989563,2.236011623
2.458218,55.815723419,2.221686612
2.458218,55.857200623,2.238047876
2.458218,55.746479034,2.228970758
2.458218,55.835906982,2.233964051
2.458218,55.865177155,2.22902948
2.458218,55.880355835,2.229850133
2.458218,55.808742523,2.23545662
2.458218,55.864871979,2.232816895
2.458218,55.91147995,2.227776996
2.458218,55.844501495,2.230572782
2.458218,55.864612579,2.235829196
2.458218,55.899372101,2.239223395
2.458218,55.764652252,2.229267833
2.458218,55.738342285,2.22621918
2.458218,55.740566254,2.228333463
2.458218,55.849479675,2.23544943
2.458218,55.851829529,2.233839815
2.458218,55.842643738,2.230516723
2.458218,55.756729126,2.238607672
2.458218,55.853172302,2.221461842
2.458218,55.832187653,2.230901949
2.458218,55.744750977,2.231444568
2.458218,55.837303162,2.232297445
2.458218,55.773540497,2.228653708
2.458218,55.831195831,2.23046812
2.458218,55.828308105,2.226843158
2.458218,55.761154175,2.225892143
2.458218,55.777603149,2.231813416
2.458218,55.816257477,2.228531869
2.458218,55.827949524,2.229666908
2.458218,55.79491806,2.238601014
2.458218,55.785995483,2.237265173
2.458218,55.792720795,2.225578556
2.458218,55.818328857,2.231611015
2.458218,55.84569931,2.22878154
2.458218,55.822296143,2.231501426
2.458218,55.873493195,2.233446599
2.458218,55.822162628,2.237517374
2.458218,55.797267914,2.228564226
2.458218,55.808952332,2.228347578
2.458218,55.791244507,2.228240519
2.458218,55.709480286,2.233543405
2.458218,55.792324066,2.223780922
2.458218,55.745422363,2.225405983
2.458218,55.778358459,2.219570864
2.458218,55.82138443,2.230028432
2.458218,55.77306366,2.228827746
2.458218,55.858421326,2.227524128
2.458218,55.742717743,2.226464723
2.458218,55.827754974,2.225747401
2.458218,55.790431976,2.235384981
2.458218,55.859809875,2.238135494
2.458218,55.786647797,2.229098856
2.458218,55.714790344,2.243648237
2.458218,55.856018066,2.242182167
2.458218,55.697860718,2.237858791
2.458218,55.777004242,2.223771601
2.458218,55.862895966,2.228684734
2.458218,55.760665894,2.234626513
2.458218,55.800327301,2.226805741
2.458218,55.705722809,2.236672353
2.458218,55.772808075,2.238556806
2.458218,55.885044098,2.230702878
2.458218,55.8163414,2.232970027
2.458218,55.842182159,2.239970678
2.458218,55.843032837,2.234912803
2.458218,55.818523407,2.238226574
2.458218,55.806346893,2.233684153
2.458218,55.857082367,2.227950634
2.458218,55.860580444,2.237863052
2.458218,55.807987213,2.238410865
2.458218,55.826778412,2.215779988
2.458218,55.770126343,2.228605106
2.458218,55.750679016,2.232580939
2.458218,55.831764221,2.228024803
2.458218,55.886436462,2.226873651
2.458218,55.769813538,2.232469885
2.458218,55.794338226,2.228295114
2.458218,55.77318573,2.227931992
2.458218,55.783287048,2.233771372
2.458218,55.777256012,2.219601224
2.458218,55.770328522,2.231914083
2.458218,55.817024231,2.231827264
2.458218,55.805294037,2.230187156
2.458218,55.865474701,2.222130828
2.458218,55.830974579,2.229111239
2.458218,55.785865784,2.218594283
2.458218,55.83197403,2.226805741
2.458218,55.784301758,2.224882672
2.458218,55.862522125,2.233408916
2.458218,55.770889282,2.23881167
2.458218,55.801174164,2.229094062
2.458218,55.819160461,2.234017448
2.458218,55.823051453,2.23174404
2.458218,55.787052155,2.233891214
2.458218,55.877357483,2.228843458
2.458218,55.792247772,2.24049106
2.458218,55.834533691,2.223075717
2.458218,55.844493866,2.225961252
2.458218,55.747627258,2.233053517
2.458218,55.833679199,2.23094629
2.458218,55.807678223,2.231874668
2.458218,55.800079346,2.227473262
2.458218,55.79957962,2.233045394
2.458218,55.797607422,2.230332831
2.458218,55.74647522,2.227144095
2.458218,55.762897491,2.229943743
2.458218,55.715305328,2.233232348
