Frequency,dB,Rad
2.458218,55.517570496,2.147860591
2.458218,55.576900482,2.144163458
2.458218,55.579051971,2.143534686
2.458218,55.573776245,2.13617211
2.458218,55.549594879,2.152611005
2.458218,55.545642853,2.135549597
2.458218,55.605823517,2.155807331
2.458218,55.594089508,2.130512494
2.458218,55.597770691,2.137511281
2.458218,55.422206879,2.146072412
2.458218,55.607089996,2.13413386
2.458218,55.494697571,2.143167036
2.458218,55.574783325,2.144888903
2.458218,55.503520966,2.139776033
2.458218,55.583652496,2.144552546
2.458218,55.575969696,2.137019661
2.458218,55.503047943,2.151577698
2.458218,55.565494537,2.138950853
2.458218,55.5794487,2.1461318
2.458218,55.556049347,2.140575248
2.458218,55.596038818,2.145207683
2.458218,55.544315338,2.147344604
2.458218,55.492530823,2.149802169
2.458218,55.479507446,2.137221795
2.458218,55.491569519,2.138527144
2.458218,55.546676636,2.143354256
2.458218,55.579978943,2.140039952
2.458218,55.586235046,2.143907794
2.458218,55.528358459,2.146107965
2.458218,55.534778595,2.152593694
2.458218,55.513149261,2.141000555
2.458218,55.615623474,2.145236579
2.458218,55.462543488,2.144982646
2.458218,55.546569824,2.153944316
2.458218,55.664680481,2.144286629
2.458218,55.525802612,2.143216837
2.458218,55.544837952,2.142964636
2.458218,55.526535034,2.144489296
2.458218,55.500598907,2.141052486
2.458218,55.649078369,2.151003654
2.458218,55.554023743,2.145961358
2.458218,55.458087921,2.13767653
2.458218,55.568119049,2.146801718
2.458218,55.549827576,2.14650158
2.458218,55.553161621,2.15033347
2.458218,55.617610931,2.143491809
2.458218,55.561798096,2.143397133
2.458218,55.585475922,2.13791182
2.458218,55.518165588,2.14309593
2.458218,55.57509613,2.149218537
2.458218,55.550434113,2.145934327
2.458218,55.536052704,2.146662701
2.458218,55.53812027,2.146895861
2.458218,55.55745697,2.14618999
2.458218,55.559673309,2.153074794
2.458218,55.456031799,2.151328826
2.458218,55.453178406,2.140600282
2.458218,55.480571747,2.145591312
2.458218,55.560337067,2.143637484
2.458218,55.481140137,2.152398884
2.458218,55.472499847,2.141104551
2.458218,55.513950348,2.153681995
2.458218,55.494651794,2.143917781
2.458218,55.629753113,2.145648703
2.458218,55.613277435,2.140228504
2.458218,55.483146667,2.133817876
2.458218,55.585956573,2.148630112
2.458218,55.531440735,2.136347613
2.458218,55.653263092,2.153372802
2.458218,55.491817474,2.143828432
2.458218,55.55626297,2.150800721
2.458218,55.544021606,2.144365592
2.458218,55.528083801,2.148416792
2.458218,55.498687744,2.151919915
2.458218,55.533210754,2.145538847
2.458218,55.450408936,2.142867164
2.458218,55.533378601,2.146353775
2.458218,55.511360168,2.135863983
2.458218,55.409805298,2.150212296
2.458218,55.4907341,2.146107033
2.458218,55.524848938,2.146067618
2.458218,55.541595459,2.138431803
2.458218,55.468978882,2.138134461
2.458218,55.542312622,2.136133761
2.458218,55.582805634,2.141176989
2.458218,55.5507164,2.149632659
2.458218,55.533267975,2.14865661
2.458218,55.552776337,2.134113354
2.458218,55.577030182,2.152010196
2.458218,55.47385025,2.139235278
2.458218,55.593502045,2.137306218
2.458218,55.608360291,2.145531391
2.458218,55.513957977,2.145509952
2.458218,55.524459839,2.14611156
2.458218,55.53465271,2.133814813
2.458218,55.626876831,2.141482187
2.458218,55.610305786,2.148919065
2.458218,55.527271271,2.13811968
2.458218,55.551254272,2.142805645
2.458218,55.448558807,2.142301109
2.458218,55.574668884,2.147483088
2.458218,55.499702454,2.145343371
2.458218,55.546237946,2.136022574
2.458218,55.517410278,2.147379891
2.458218,55.618747711,2.14345559
2.458218,55.53150177,2.136326041
2.458218,55.632427216,2.149372068
2.458218,55.443195343,2.141397232
2.458218,55.571308136,2.133046625
2.458218,55.534790039,2.1406112
2.458218,55.555301666,2.142674218
2.458218,55.586883545,2.143688883
2.458218,55.531539917,2.145646572
2.458218,55.554904938,2.143999407
2.458218,55.592346191,2.152065057
2.458218,55.573127747,2.153992653
2.458218,55.498142242,2.150640532
2.458218,55.564720154,2.149533056
2.458218,55.523796082,2.144156001
2.458218,55.576099396,2.143973841
2.458218,55.494911194,2.143643609
2.458218,55.502563477,2.141460616
2.458218,55.590133667,2.143500597
2.458218,55.434688568,2.149107483
2.458218,55.479450226,2.140442889
2.458218,55.470478058,2.138171479
2.458218,55.535766602,2.141110676
2.458218,55.542831421,2.139826367
2.458218,55.558818817,2.145309682
2.458218,55.53937149,2.14839056
2.458218,55.533187866,2.140735437
2.458218,55.554679871,2.138638464
2.458218,55.493564606,2.139031413
2.458218,55.527519226,2.145516477
2.458218,55.527118683,2.146695458
2.458218,55.528774261,2.145021662
2.458218,55.548530579,2.142891665
2.458218,55.578453064,2.148068451
2.458218,55.497207642,2.149055951
2.458218,55.511371613,2.153162279
2.458218,55.572273254,2.137000354
2.458218,55.555503845,2.13639262
2.458218,55.518692017,2.148514264
2.458218,55.556278229,2.152090091
2.458218,55.542922974,2.141700833
2.458218,55.567810059,2.146887739
2.458218,55.467327118,2.1386366
2.458218,55.528354645,2.14686377
2.458218,55.599132538,2.139763916
2.458218,55.492725372,2.145584787
2.458218,55.598800659,2.142394054
2.458218,55.5495224,2.138369884
2.458218,55.467243195,2.145244169
2.458218,55.504497528,2.147101191
2.458218,55.584316254,2.147478827
2.458218,55.50189209,2.139150457
2.458218,55.490470886,2.139560051
2.458218,55.536651611,2.152900757
2.458218,55.612289429,2.154796927
2.458218,55.527637482,2.143958528
2.458218,55.573825836,2.147102389
2.458218,55.530708313,2.130965231
2.458218,55.478797913,2.142968897
2.458218,55.495124817,2.133068862
2.458218,55.574020386,2.141115204
2.458218,55.433670044,2.136402341
2.458218,55.559082031,2.147156718
2.458218,55.504669189,2.144587966
2.458218,55.528739929,2.140345151
2.458218,55.543373108,2.151006717
2.458218,55.556148529,2.149023594
2.458218,55.530033112,2.141165937
2.458218,55.503692627,2.141223461
2.458218,55.590427399,2.14802118
2.458218,55.571662903,2.139637016
2.458218,55.582504272,2.146279073
2.458218,55.534561157,2.153584257
2.458218,55.55430603,2.149681794
2.458218,55.577575684,2.148883911
2.458218,55.593070984,2.143389011
2.458218,55.472316742,2.150386333
2.458218,55.515914917,2.139247662
2.458218,55.545188904,2.13517742
2.458218,55.527580261,2.141048758
2.458218,55.582790375,2.147376828
2.458218,55.517860413,2.137956162
2.458218,55.569206238,2.141737185
2.458218,55.549777985,2.145214608
2.458218,55.476875305,2.142314425
2.458218,55.606872559,2.145681593
2.458218,55.487472534,2.141623468
2.458218,55.5676651,2.146104103
2.458218,55.515136719,2.140417189
2.458218,55.590507507,2.142121879
2.458218,55.566474915,2.145099692
2.458218,55.525497437,2.153251895
2.458218,55.520477295,2.142296582
2.458218,55.521392822,2.152165192
2.458218,55.635692596,2.148817598
2.458218,55.487186432,2.14054329
2.458218,55.652420044,2.147848607
2.458218,55.533260345,2.147017967
2.458218,55.582542419,2.140350876
2.458218,55.452827454,2.139522101
2.458218,55.543548584,2.137040168
2.458218,55.533576965,2.143365841
2.458218,55.521057129,2.144189823
2.458218,55.586917877,2.144060394
2.458218,55.548278809,2.13923914
2.458218,55.530582428,2.14653447
2.458218,55.532871246,2.140166319
2.458218,55.562675476,2.14533192
2.458218,55.487480164,2.148186296
2.458218,55.473045349,2.147105452
2.458218,55.511039734,2.146841266
2.458218,55.500583649,2.136539493
2.458218,55.576213837,2.143212843
2.458218,55.570682526,2.145555759
2.458218,55.469276428,2.151088742
2.458218,55.433765411,2.152071315
2.458218,55.545001984,2.152502348
2.458218,55.542106628,2.144557206
2.458218,55.522720337,2.150149312
2.458218,55.468139648,2.137537513
2.458218,55.583808899,2.144993832
2.458218,55.438842773,2.13936098
2.458218,55.526435852,2.144133364
2.458218,55.552379608,2.145827135
2.458218,55.5102005,2.143111776
2.458218,55.499469757,2.149127723
2.458218,55.564491272,2.149489647
2.458218,55.612438202,2.13658743
2.458218,55.487678528,2.149912424
2.458218,55.540412903,2.150387265
2.458218,55.553009033,2.139504524
2.458218,55.531650543,2.147582025
2.458218,55.601280212,2.149475665
2.458218,55.588607788,2.142553843
2.458218,55.533187866,2.1535519
2.458218,55.596824646,2.140404672
2.458218,55.510166168,2.136606738
2.458218,55.457645416,2.145274928
2.458218,55.538162231,2.140720656
2.458218,55.475337982,2.14915329
2.458218,55.519016266,2.147119966
2.458218,55.469856262,2.143962389
2.458218,55.605838776,2.142346649
2.458218,55.584396362,2.150179672
2.458218,55.539966583,2.147952603
2.458218,55.621936798,2.141522135
2.458218,55.591468811,2.139678029
2.458218,55.507022858,2.151050659
2.458218,55.463321686,2.149665682
2.458218,55.582740784,2.147424499
2.458218,55.551879883,2.147872975
2.458218,55.5128479,2.140609469
2.458218,55.583435059,2.148993101
2.458218,55.519821167,2.147483621
2.458218,55.527153015,2.145996112
2.458218,55.577919006,2.151379426
2.458218,55.530410767,2.143138407
2.458218,55.487613678,2.147412514
2.458218,55.47926712,2.141541975
2.458218,55.522392273,2.143816981
2.458218,55.562549591,2.147418773
2.458218,55.472602844,2.151284218
2.458218,55.502296448,2.14926674
2.458218,55.512332916,2.13698291
2.458218,55.461151123,2.141947575
2.458218,55.556285858,2.149916685
2.458218,55.511062622,2.149072463
2.458218,55.43270874,2.148191755
2.458218,55.51587677,2.141523333
2.458218,55.513572693,2.156186565
2.458218,55.51398468,2.141470736
2.458218,55.458202362,2.148080435
2.458218,55.550247192,2.146201575
2.458218,55.454418182,2.135785819
2.458218,55.534362793,2.142319751
2.458218,55.526958466,2.140734638
2.458218,55.483055115,2.146406372
2.458218,55.532268524,2.155123964
2.458218,55.620643616,2.147911857
2.458218,55.469280243,2.139551129
2.458218,55.511985779,2.146939803
2.458218,55.500522614,2.148517859
2.458218,55.507835388,2.145019132
2.458218,55.466182709,2.141075389
2.458218,55.482395172,2.144211128
2.458218,55.509502411,2.143990752
2.458218,55.539833069,2.146750985
2.458218,55.565006256,2.139731692
2.458218,55.524654388,2.151868782
2.458218,55.683860779,2.150407106
2.458218,55.376354218,2.143529892
2.458218,55.512054443,2.146264825
2.458218,55.607978821,2.146368555
2.458218,55.555019379,2.141028385
2.458218,55.460929871,2.136110591
2.458218,55.469631195,2.144741098
2.458218,55.566837311,2.140229436
2.458218,55.540161133,2.139416773
2.458218,55.599769592,2.150235865
2.458218,55.469337463,2.144082098
2.458218,55.517871857,2.144968531
2.458218,55.540210724,2.147260448
2.458218,55.447063446,2.148182168
2.458218,55.536407471,2.139626097
2.458218,55.476276398,2.150468359
2.458218,55.60351944,2.14367823
2.458218,55.52853775,2.146664699
2.458218,55.563285828,2.147741282
2.458218,55.511806488,2.14000107
2.458218,55.609954834,2.157470475
2.458218,55.518081665,2.144689565
2.458218,55.559108734,2.140481505
2.458218,55.526519775,2.144671722
2.458218,55.574562073,2.137818876
2.458218,55.498470306,2.147229422
2.458218,55.550159454,2.147862722
2.458218,55.538513184,2.145381987
2.458218,55.506389618,2.152132302
2.458218,55.581378937,2.144776384
2.458218,55.572395325,2.156076976
2.458218,55.485744476,2.142357568
2.458218,55.481422424,2.149478195
2.458218,55.575035095,2.144930182
2.458218,55.452423096,2.141652896
2.458218,55.575767517,2.146409035
2.458218,55.615444183,2.149404559
2.458218,55.520652771,2.148908412
2.458218,55.502098083,2.141992183
2.458218,55.54630661,2.139464576
2.458218,55.454547882,2.152052939
2.458218,55.554946899,2.138926085
2.458218,55.548423767,2.143445736
2.458218,55.560451508,2.137766811
2.458218,55.465133667,2.137014601
2.458218,55.513267517,2.129744837
2.458218,55.527851105,2.138045378
2.458218,55.582485199,2.139432485
2.458218,55.528656006,2.137605956
2.458218,55.524959564,2.136821256
2.458218,55.527770996,2.148345553
2.458218,55.523471832,2.142271016
2.458218,55.547016144,2.140513462
2.458218,55.445163727,2.159003257
2.458218,55.526977539,2.142291522
2.458218,55.580272675,2.146381605
2.458218,55.461353302,2.151282087
2.458218,55.476966858,2.136297013
2.458218,55.45759964,2.151930168
2.458218,55.547351837,2.142727615
2.458218,55.455436707,2.147077888
2.458218,55.549598694,2.147806662
2.458218,55.540031433,2.141040635
2.458218,55.515880585,2.151276362
2.458218,55.546375275,2.142414826
2.458218,55.531784058,2.14407038
2.458218,55.518611908,2.153746577
2.458218,55.489387512,2.146210896
2.458218,55.54384613,2.147507456
2.458218,55.59703064,2.147074692
2.458218,55.492069244,2.155454462
2.458218,55.614814758,2.14408303
2.458218,55.504165649,2.143644807
2.458218,55.510585785,2.147908262
2.458218,55.498840332,2.134951184
2.458218,55.609588623,2.140288159
2.458218,55.490871429,2.141788717
2.458218,55.454627991,2.152169453
2.458218,55.531326294,2.152467993
2.458218,55.589141846,2.146439395
2.458218,55.540611267,2.138550047
2.458218,55.408679962,2.144434035
2.458218,55.577598572,2.156614535
2.458218,55.492599487,2.143129086
2.458218,55.633132935,2.151730564
2.458218,55.52003479,2.144067584
2.458218,55.502315521,2.136791029
2.458218,55.604225159,2.151012442
2.458218,55.48784256,2.153564683
2.458218,55.55166626,2.143728297
2.458218,55.567962646,2.146910242
2.458218,55.515865326,2.153450566
2.458218,55.531799316,2.142240256
2.458218,55.543312073,2.151608724
2.458218,55.571556091,2.148793497
2.458218,55.53962326,2.142026404
2.458218,55.582263947,2.151487817
2.458218,55.580486298,2.146688934
2.458218,55.527732849,2.151415645
2.458218,55.554191589,2.15001895
2.458218,55.610774994,2.139787485
2.458218,55.567062378,2.14950283
2.458218,55.496864319,2.153825273
2.458218,55.516384125,2.14170536
2.458218,55.491691589,2.151022962
2.458218,55.561645508,2.14173825
2.458218,55.427604675,2.151302061
2.458218,55.445358276,2.146352044
2.458218,55.525299072,2.139291072
2.458218,55.495334625,2.149058614
2.458218,55.517776489,2.143884225
2.458218,55.537002563,2.147969781
2.458218,55.536933899,2.137529124
2.458218,55.554798126,2.151884761
2.458218,55.452125549,2.145491443
2.458218,55.499851227,2.155041938
2.458218,55.595378876,2.134668357
2.458218,55.543315887,2.143748804
2.458218,55.537952423,2.133818675
2.458218,55.537826538,2.145692911
2.458218,55.517314911,2.148152341
2.458218,55.532180786,2.144322848
2.458218,55.474197388,2.137500495
2.458218,55.451301575,2.148616396
2.458218,55.516723633,2.144510068
2.458218,55.515769958,2.142356636
2.458218,55.590625763,2.134917096
2.458218,55.551059723,2.146478411
2.458218,55.48758316,2.142591927
2.458218,55.615211487,2.141189373
2.458218,55.598381042,2.147326228
2.458218,55.478553772,2.150798324
2.458218,55.536060333,2.140382302
2.458218,55.603424072,2.143269834
2.458218,55.514720917,2.147604795
2.458218,55.642608643,2.143411381
2.458218,55.612586975,2.14211562
2.458218,55.51134491,2.13876017
2.458218,55.526538849,2.144598086
2.458218,55.507598877,2.151297401
2.458218,55.509971619,2.144503144
2.458218,55.513240814,2.142377675
2.458218,55.506259918,2.150288196
2.458218,55.495029449,2.151189543
2.458218,55.462688446,2.140885906
2.458218,55.579120636,2.148107599
2.458218,55.584762573,2.134433599
2.458218,55.619747162,2.144503677
2.458218,55.561195374,2.146175476
2.458218,55.591121674,2.148646623
2.458218,55.493164062,2.134192316
2.458218,55.520740509,2.149514015
2.458218,55.574569702,2.1380539
2.458218,55.575977325,2.144970263
2.458218,55.547222137,2.150220152
2.458218,55.493900299,2.143775435
2.458218,55.509479523,2.157430927
2.458218,55.584617615,2.143047593
2.458218,55.498550415,2.154227544
2.458218,55.557380676,2.146011159
2.458218,55.589599609,2.140906146
2.458218,55.453819275,2.153958298
2.458218,55.42647934,2.14938312
2.458218,55.517551422,2.133144895
2.458218,55.502914429,2.148989239
2.458218,55.540847778,2.155869782
2.458218,55.529582977,2.143384217
2.458218,55.532264709,2.15416456
2.458218,55.468975067,2.146827951
2.458218,55.630504608,2.147832628
2.458218,55.530849457,2.147660455
2.458218,55.526935577,2.152387433
2.458218,55.495994568,2.148690299
2.458218,55.49148941,2.15591439
2.458218,55.455104828,2.146730213
2.458218,55.480422974,2.138902516
2.458218,55.49187088,2.148211463
2.458218,55.553489685,2.148165523
2.458218,55.570636749,2.135353055
2.458218,55.539806366,2.142170881
2.458218,55.561534882,2.156270055
2.458218,55.471054077,2.136278903
2.458218,55.580318451,2.141736253
2.458218,55.54491806,2.136220979
2.458218,55.501522064,2.137495835
2.458218,55.565311432,2.146759108
2.458218,55.608547211,2.129163736
2.458218,55.662075043,2.1474486
2.458218,55.455062866,2.143444538
2.458218,55.549224854,2.147223031
2.458218,55.476051331,2.145548834
2.458218,55.501976013,2.147106917
2.458218,55.550315857,2.141273529
2.458218,55.580753326,2.148090156
2.458218,55.529312134,2.142696456
2.458218,55.57012558,2.143799137
2.458218,55.546268463,2.138954714
2.458218,55.518211365,2.143732558
2.458218,55.479785919,2.147409185
2.458218,55.458976746,2.141185777
2.458218,55.569934845,2.156454079
2.458218,55.523067474,2.140675782
2.458218,55.543926239,2.147149394
2.458218,55.577468872,2.143896343
2.458218,55.458389282,2.150188993
2.458218,55.515415192,2.141003351
2.458218,55.433525085,2.148651417
2.458218,55.519348145,2.142884475
2.458218,55.570869446,2.153322468
2.458218,55.472415924,2.149418807
2.458218,55.468383789,2.149108415
2.458218,55.545196533,2.140262326
2.458218,55.509338379,2.142824021
2.458218,55.494998932,2.151354792
2.458218,55.57333374,2.150160764
2.458218,55.511688232,2.1418774
2.458218,55.548904419,2.143590212
2.458218,55.482250214,2.142638665
2.458218,55.544433594,2.141119065
2.458218,55.498634338,2.142874488
2.458218,55.476806641,2.135877165
2.458218,55.609893799,2.151524568
2.458218,55.483634949,2.131716509
2.458218,55.525241852,2.14892772
2.458218,55.576038361,2.143327225
2.458218,55.554714203,2.150781946
2.458218,55.499385834,2.146300112
2.458218,55.44966507,2.134042514
2.458218,55.556499481,2.140542491
2.458218,55.605934143,2.146639399
2.458218,55.502788544,2.137999039
2.458218,55.533466339,2.144572786
2.458218,55.563137054,2.147137144
2.458218,55.585914612,2.144233499
2.458218,55.578784943,2.145340176
2.458218,55.650211334,2.143195931
2.458218,55.496204376,2.144824055
2.458218,55.422801971,2.149686188
2.458218,55.549556732,2.154682012
2.458218,55.520195007,2.146983612
2.458218,55.555099487,2.142830812
2.458218,55.44506073,2.151899808
2.458218,55.523334503,2.138879613
2.458218,55.56803894,2.151656395
2.458218,55.49370575,2.14922626
2.458218,55.516872406,2.143443073
2.458218,55.541728973,2.148995897
2.458218,55.529136658,2.140290556
2.458218,55.562866211,2.148802551
2.458218,55.533370972,2.152567462
2.458218,55.512554169,2.133968078
2.458218,55.440917969,2.136471317
2.458218,55.539402008,2.143806062
2.458218,55.514438629,2.141871675
2.458218,55.548007965,2.128832305
2.458218,55.567771912,2.137537513
2.458218,55.512237549,2.145464678
2.458218,55.482440948,2.143550398
2.458218,55.539318085,2.152588102
2.458218,55.52338028,2.143447467
2.458218,55.50963974,2.134912036
2.458218,55.459972382,2.135755326
2.458218,55.548816681,2.146688667
2.458218,55.482013702,2.147952603
2.458218,55.452274323,2.135053183
2.458218,55.485168457,2.154107302
2.458218,55.595409393,2.148114657
2.458218,55.676986694,2.140158863
2.458218,55.534011841,2.142847856
2.458218,55.53478241,2.144938704
2.458218,55.549804687,2.147666047
2.458218,55.524700165,2.138218883
2.458218,55.519207001,2.15441543
2.458218,55.497077942,2.141068465
2.458218,55.486503601,2.145297299
2.458218,55.521438599,2.13615227
2.458218,55.598815918,2.143898074
2.458218,55.593017578,2.147042335
2.458218,55.561573029,2.140080033
2.458218,55.638633728,2.147541278
2.458218,55.539222717,2.140238757
2.458218,55.571559906,2.147990687
